index,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
8035456,20210706,8035456,2664524,Sleeping Beauty,Paul,Sleeping Beauty (하트시그널 삽입곡),재즈,"62,288",#카페음악 #뉴에이지 #카페 #새벽
8037846,20210706,8037846,2336926,Nine Track Mind (Deluxe Edition),Charlie Puth,We Don't Talk Anymore (Feat. Selena Gomez),POP,"187,251",#팝 #매력적인 #카페 #남자보컬
8043255,20210706,8043255,2665606,돌아오는 길 위에 서서,데이 모먼트,돌아오는 길 위에 서서,뉴에이지,"2,402",#뉴에이지 #공부 #피아노 #힐링
8045079,20210706,8045079,2665904,Don't Let Me Down (Feat. Daya),The Chainsmokers,Don't Let Me Down (Feat. Daya),일렉트로니카,"53,938",#클럽 #드라이브 #운동 #흥폭발
8048711,20210706,8048711,2666420,영화 주토피아 OST (Zootopia OST),Shakira,"Try Everything (From ""Zootopia""/Soundtrack)",어린이/태교,"58,672",#디즈니 #OST #기분전환 #회상
8053157,20210706,8053157,2667181,태양의 후예 OST Part.1,윤미래,ALWAYS,OST,"118,260",#설렘 #좋아요10만 #기분전환 #회상
8054777,20210706,8054777,2667427,이제는 안녕,Mono Tape,이제는 안녕,뉴에이지,"1,259",#하트시그널 #뉴에이지 #하트시그널BGM #힐링
8057283,20210706,8057283,2667771,별 헤는 밤,Yellow Bridge,별 헤는 밤,뉴에이지,"1,265",#공부할_때_듣는_음악 #공부 #집중
8062693,20210706,8062693,2668525,7080 추억의 낭만 재즈 카페,The Jazz Club,L-O-V-E (광고 '샤넬 CF'),재즈,"3,355",#내맘대로 #광고음악 #끌리는 #광고
8063435,20210706,8063435,2668626,바람이 불어오는 곳으로,감성주의보,바람이 불어오는 곳으로,뉴에이지,"1,133",#피아노 #공부 #공부할_때_듣는_음악
8063846,20210706,8063846,2668723,"그 시절, 너와 나",Afternoon Walk,"그 시절, 너와 나",뉴에이지,"4,543",#뉴에이지 #공부 #피아노 #힐링
8068588,20210706,8068588,2669358,지난 날 꿈처럼,Just Piano,지난 날 꿈처럼,뉴에이지,"1,286",#뉴에이지 #집중 #공부 #힐링
8070707,20210706,8070707,2669705,잠에서 깨어나,My Tree,잠에서 깨어나,뉴에이지,801,#뉴에이지 #집중 #공부 #힐링
8070879,20210706,8070879,2662355,Party Rock Mansion,Redfoo,Party Train,일렉트로니카,"21,980",#드라이브 #클럽 #댄스
8071102,20210706,8071102,2669778,태양의 후예 OST Part.3,다비치,이 사랑,OST,"155,114",#회상 #좋아요10만 #기분전환 #발라드
8077041,20210706,8077041,2670701,반갑다 봄아,러브 페이지,반갑다 봄아,뉴에이지,"1,085",#하트시그널 #뉴에이지 #하트시그널BGM #힐링
8083210,20210706,8083210,2671475,her,스트레이 (The Stray),"너, 너",인디음악,"51,769",#감성 #이별 #그리움
8085882,20210706,8085882,2671749,클래식 피아노 베스트 솔로 연주곡 모음,수잔,Chopin : Waltz No.4 In F Major Op.34-3 'Cat' (쇼팽 : 왈츠 4번 바장조 작품번호 34-3 '고양이 왈츠'),클래식,75,#클래식 #집중 #과제 #잔잔한
8086947,20210706,8086947,2671866,SEOULITE,이하이,한숨,R&B/Soul,"258,212",#이별 #비오는날 #좋아요10만 #회상
8089568,20210706,8089568,2672163,태양의 후예 OST Part.4,거미,You Are My Everything,OST,"129,982",#가을 #좋아요10만 #감성 #회상
8092446,20210706,8092446,2670678,Take Me To The Alley (Deluxe),Gregory Porter,Holding On,재즈,"6,414",#팝 #보사노바 #카페 #재즈
8095082,20210706,8095082,2672833,누나가 딱이야,영탁,누나가 딱이야,트로트,"14,056",#미스터트롯 #트로트 #임영웅
8099936,20210706,8099936,2673532,늦은 오후,Reason,늦은 오후,뉴에이지,"1,293",#뉴에이지 #집중 #공부 #새벽
8102386,20210706,8102386,2673882,태양의 후예 OST Part.6,케이윌,말해! 뭐해?,OST,"105,482",#사랑 #봄 #좋아요10만 #회상
8104513,20210706,8104513,2674213,장범준 2집,장범준,봄비,록/메탈,"49,795",#감성 #비오는날 #비
8106953,20210706,8106953,2674508,We Wanna Party,TJR,We Wanna Party,일렉트로니카,"22,455",#클럽 #스트레스 #드라이브 #EDM
8108415,20210706,8108415,2674741,똑딱똑딱,푸르른,똑딱똑딱,뉴에이지,417,#공부 #집중 #독서
8109412,20210706,8109412,2674623,130 Mood : TRBL,DEAN,D (half moon) (Feat. 개코),R&B/Soul,"239,418",#이별 #좋은노래 #그리움 #감성
8110443,20210706,8110443,2675021,하루만,이윤아,하루만,국악,"2,270",#사극 #unfamous #동양풍
8111603,20210706,8111603,2675179,Fitz and The Tantrums (Deluxe Edition),Fitz & The Tantrums,HandClap,POP,"187,899",#팝 #하트시그널 #그루브 #하트시그널BGM
8114168,20210706,8114168,2675541,황소리 1집 - 마음 쉬는 날,황소리,임마누엘,종교음악,735,#종교음악 #생활성가 #가톨릭음악 #가톨릭
8115811,20210706,8115811,2675706,금강경,우학큰스님,금강경,종교음악,337,#찬불가 #불교음악 #종교
8115985,20210706,8115985,2675731,예불.천수경 (가정기도),우학큰스님,천수경,종교음악,40,#찬불가 #불교음악 #종교
8119658,20210706,8119658,2676167,두 번째 이야기,에이치코드 (H:CODE),꿈속에 너 (Feat. 전상근),인디음악,"88,608",#이별 #센치 #감성 #발라드
8122589,20210706,8122589,2676594,태양의 후예 OST Part.8,SG 워너비,사랑하자,OST,"71,334",#이별 #센치 #그리움 #발라드
8124376,20210706,8124376,2672052,Lukas Graham,Lukas Graham,7 Years,POP,"128,676",#까페 #매장음악 #카페 #잔잔한
8124417,20210706,8124417,2676884,3.2,10CM,봄이 좋냐??,"인디음악, 포크/블루스","168,056",#사랑 #봄 #좋아요10만 #회상
8130796,20210706,8130796,2677681,Fresh Adventure,라붐 (LABOUM),상상더하기,댄스,"111,446",#문명특급 #좋아요10만 #컴눈명 #회상
8140951,20210706,8140951,2678982,Ology,Gallant,Weight In Gold,R&B/Soul,"64,372",#zoodasa #매력적인 #주다사 #남자보컬
8141272,20210706,8141272,2679015,밴드 고맙삼다,태연 (TAEYEON),제주도의 푸른 밤,록/메탈,"80,519",#가요 #여름노래 #여름
8141699,20210706,8141699,2679084,우리아이 인기동요 100 (어린이 필수동요 베스트),,아기염소,어린이/태교,141,
8141721,20210706,8141721,2679084,우리아이 인기동요 100 (어린이 필수동요 베스트),,싹트네 싹터요,어린이/태교,195,#동요모음 #동요
8141743,20210706,8141743,2679084,우리아이 인기동요 100 (어린이 필수동요 베스트),,엄마돼지 아기돼지,어린이/태교,167,
8143111,20210706,8143111,2679308,돌아오지마,헤이즈 (Heize),돌아오지마 (Feat. 용준형 Of 비스트),랩/힙합,"185,957",#이별 #노래추천 #그리움 #잔잔
8144439,20210706,8144439,2679436,유치원 인기동요 베스트 100 (유아필수 동요모음),,둥글게 둥글게,어린이/태교,163,
8154312,20210706,8154312,2680833,판소리 춘향가,두번째달,사랑가 (Feat. 고영열),국악,"1,209",#국악 #명곡 #민요 #매주
8154313,20210706,8154313,2680833,판소리 춘향가,두번째달,이별가 (Feat. 김준수),국악,"4,188",#김고은 #퓨전국악 #크로스오버 #샤넬
8154322,20210706,8154322,2680833,판소리 춘향가,두번째달,어사출두 (Feat. 김준수),국악,"1,225",#퓨전음악 #민요 #국악
8155476,20210706,8155476,2680986,Half Album RED ICKLE,볼빨간사춘기,싸운날,포크/블루스,"83,499",#좋은노래 #노래추천 #감성 #잔잔
8155478,20210706,8155478,2680986,Half Album RED ICKLE,볼빨간사춘기,심술,"인디음악, 포크/블루스","141,674",#좋아요10만 #노래추천 #잔잔 #회상
8160522,20210706,8160522,2681717,오늘 하루는 어땠나요,러브 페이지,오늘 하루는 어땠나요,뉴에이지,"1,483",#뉴에이지 #공부 #공부할_때_듣는_음악 #힐링
8161063,20210706,8161063,2681800,하루를 마치며,여행이야기,하루를 마치며,뉴에이지,744,#공부 #집중 #독서
8161774,20210706,8161774,2681884,"Blood, Sweat & 3 Years",Cash Cash,How To Love (Feat. Sofia Reyes),일렉트로니카,"105,418",#힙한 #하트시그널 #편집샵 #하트시그널BGM
8167307,20210706,8167307,2680573,화양연화 Young Forever,방탄소년단,불타오르네 (FIRE),댄스,"256,132",#숨듣명 #좋아요10만 #노동요 #회상
8170828,20210706,8170828,2683252,사춘기 상 (思春記 上),AKMU (악동뮤지션),RE-BYE,포크/블루스,"75,486",#신나는 #신나는노래 #드라이브 #운동
8172221,20210706,8172221,2683462,This Is What You Came For (Feat. Rihanna),Calvin Harris,This Is What You Came For (Feat. Rihanna),일렉트로니카,"75,908",#클럽 #드라이브 #운동 #흥폭발
8173328,20210706,8173328,2670678,Take Me To The Alley (Deluxe),Gregory Porter,Consequence Of Love,재즈,"9,451",#팝 #보사노바 #카페 #재즈
8174132,20210706,8174132,2683739,오늘 같은 날,Reason,오늘 같은 날,뉴에이지,547,#뉴에이지 #공부 #힐링 #독서
8175949,20210706,8175949,2684032,화무십일홍,박애리,쑥대머리,국악,936,#세계여행 #국악 #월드뮤직 #국악탑백
8188291,20210706,8188291,2685889,Hymn For The Weekend (Seeb Remix),Coldplay,Hymn For The Weekend (Seeb Remix),일렉트로니카,"39,103",#하트시그널 #감성 #하트시그널BGM #팝송
8191764,20210706,8191764,2686371,유아 필수동요 베스트 100 (인기동요 모음집),,그대로 멈춰라,어린이/태교,198,
8194007,20210706,8194007,2683581,When I Begin,오왠 (O.WHEN),오늘,"인디음악, 포크/블루스","115,856",#이별 #인디음악 #그리움 #cksraum
8203900,20210706,8203900,2687963,또 오해영 OST Part.5,정승환,너였다면,OST,"207,661",#비오는날 #이별 #그리움
8208763,20210706,8208763,2688634,Sing Me To Sleep,Alan Walker,Sing Me To Sleep,일렉트로니카,"24,892",#매장음악 #드라이브 #패피 #흥폭발
8224585,20210706,8224585,2690838,또 오해영 OST Part.7,검정치마,"기다린 만큼, 더",OST,"69,973",#인디음악 #cksraum #감성 #팝송
8226483,20210706,8226483,2691093,니가 참 좋아,10CM,니가 참 좋아 (Prod. by 박근태),포크/블루스,"22,501",#설렘 #사랑 #봄
8233373,20210706,8233373,2692170,Bye bye my blue,백예린 (Yerin Baek),Bye bye my blue,R&B/Soul,"190,697",#이별 #새벽 #밤 #그리움
8235260,20210706,8235260,2692501,비,폴킴,비,R&B/Soul,"280,138",#이별 #인디음악 #그리움 #cksraum
8236986,20210706,8236986,2692723,小幸運 (나의 소녀시대 OST),Hebe Tien,小幸運 (나의 소녀시대 OST),월드뮤직,"28,295",#기분전환 #중국 #매장음악
8241578,20210706,8241578,2693450,Qiu Xia ( Yuan Ban Dian Ying Cha Qu ),"Chelsia Chan , Kenny Bee",One Summer Night (Dian Ying << Qiu Xia >> Cha Qu),월드뮤직,"2,437",#팝 #추억 #LP
8244030,20210706,8244030,2693802,Why - The 2nd Mini Album,태연 (TAEYEON),Why,댄스,"112,487",#매장음악 #좋아요10만 #트렌디 #회상
8248155,20210706,8248155,2694554,어노인팅 예배캠프 2016,어노인팅,나는 예배자입니다,CCM,"10,658",#찬양 #CCM #CCM탑백
8248160,20210706,8248160,2694554,어노인팅 예배캠프 2016,어노인팅,예수 우리들의 밝은 빛,CCM,"7,624",#찬양 #CCM #CCM탑백
8252573,20210706,8252573,2695228,Love&Letter Repackage Album,세븐틴,아주 NICE,댄스,"155,436",#사랑 #봄 #좋아요10만 #회상
8256922,20210706,8256922,2695912,생활성가 노래패 For Vol.03 'Gloria'1 - 애가(愛歌),생활성가 노래패 For,내 생애의 모든 것,종교음악,126,#종교음악 #휴식 #가톨릭음악 #기분전환
8258247,20210706,8258247,2696162,Jay Chou's Bedtime Stories,주걸륜,告白氣球 (Gao Bai Qi Qiu / Confessing Balloons),월드뮤직,"3,605",#중국음악 #중국노래 #기분전환 #중국
8264239,20210706,8264239,2697088,명상음악 불향 - 부처님의 향기 6집 (나무아미타불 관세음보살 정근송),능인스님,나무아미타불 관세음보살 정근송,종교음악,137,#찬불가 #불교음악 #종교
8268343,20210706,8268343,2697734,The Ocean (Feat. Shy Martin) (Radio Edit.),Mike Perry,The Ocean (Feat. Shy Martin) (Radio Edit.),일렉트로니카,"141,513",#클럽 #드라이브 #운동 #흥폭발
8271355,20210706,8271355,2688360,And July,헤이즈 (Heize),"And July (Feat. DEAN, DJ Friz)",랩/힙합,"161,051",#감각적인 #카페 #네오소울
8276709,20210706,8276709,2698920,돈 벌 시간 2,창모 (CHANGMO),아름다워,랩/힙합,"184,882",#좋은노래 #노래추천 #감성 #잔잔
8279427,20210706,8279427,2677903,Warm On A Cold Night (Deluxe),HONNE,Warm On A Cold Night,일렉트로니카,"78,802",#신비 #비오는날 #감성 #팝송
8279448,20210706,8279448,2677903,Warm On A Cold Night (Deluxe),HONNE,3am,일렉트로니카,"33,706",#신비 #비오는날 #노래추천 #잔잔
8280035,20210706,8280035,2699508,"사랑,계절",송소희,"사랑,계절",국악,"2,864",#새벽 #봄 #밤 #벚꽃
8282312,20210706,8282312,2699737,Cold Water (Feat. Justin Bieber & MØ),Major Lazer,Cold Water (Feat. Justin Bieber & MØ),일렉트로니카,"50,279",#힙한 #편집샵 #배경음악 #창작
8287788,20210706,8287788,2700553,Collage EP,The Chainsmokers,Closer (Feat. Halsey),일렉트로니카,"220,497",#이별 #그리움 #드라이브 #흥폭발
8293837,20210706,8293837,2701557,범철스님 염불따라하기 25 (능엄주),범철스님,능엄주 (대불정능엄신주),종교음악,94,#불교음악 #종교
8295867,20210706,8295867,2701827,여름밤에 우린,스탠딩 에그,여름밤에 우린,포크/블루스,"105,767",#새벽 #밤 #좋아요10만 #회상
8296072,20210706,8296072,2701859,Goodbye (さよならひとり),태민 (TAEMIN),Goodbye (さよならひとり Korean Ver.),J-POP,"23,150",#이별 #엔나나 #헤어짐 #엔시티의나잇나잇
8298724,20210706,8298724,2702242,MONKEY HOTEL,잔나비,뜨거운 여름밤은 가고 남은 건 볼품없지만,"인디음악, 록/메탈","148,228",#이별 #그리움 #감성 #팝송
8301256,20210706,8301256,2645246,Encore,DJ Snake,Let Me Love You (Feat. Justin Bieber),일렉트로니카,"66,901",#하트시그널 #기분전환 #드라이브 #하트시그널BGM
8302665,20210706,8302665,2702825,미워요 / 소나기,임영웅,미워요,트로트,"46,457",#미스터트롯 #트로트 #임영웅
8302666,20210706,8302666,2702825,미워요 / 소나기,임영웅,소나기,트로트,"40,708",#미스터트롯 #트로트 #임영웅
9601293,20210706,9601293,2704058,밤과 별의 노래 (Starry Night) - SM STATION,"이진아 , 온유 (ONEW)",밤과 별의 노래 (Starry Night),재즈,"38,036",#달달 #불면증 #여름밤 #잔잔한
9613173,20210706,9613173,2705941,목요일 밤,어반자카파,목요일 밤 (Feat. 빈지노),R&B/Soul,"128,121",#노래추천 #드라이브 #기분전환 #잔잔
9619189,20210706,9619189,2706973,Sexual,Neiked,Sexual (Feat. Dyo),일렉트로니카,"28,987",#런닝머신 #zoodasa #주다사 #운동
9619959,20210706,9619959,2707047,달의 연인 - 보보경심 려 OST Part 2,"로꼬 , 펀치 (Punch)",Say Yes,OST,"68,854",#사랑 #봄 #노래추천 #잔잔
9620469,20210706,9620469,2707131,Full Album RED PLANET,볼빨간사춘기,우주를 줄게,"인디음악, 포크/블루스","274,398",#노래방 #회상 #좋아요10만 #발라드
9620471,20210706,9620471,2707131,Full Album RED PLANET,볼빨간사춘기,You(=I),"인디음악, 포크/블루스","114,257",#사랑 #설렘 #좋아요10만 #회상
9620473,20210706,9620473,2707131,Full Album RED PLANET,볼빨간사춘기,나만 안되는 연애,"인디음악, 포크/블루스","196,729",#이별 #좋은노래 #그리움 #감성
9620475,20210706,9620475,2707131,Full Album RED PLANET,볼빨간사춘기,프리지아,포크/블루스,"70,203",#새벽 #밤 #노래추천 #잔잔
9620476,20210706,9620476,2707131,Full Album RED PLANET,볼빨간사춘기,X Song,포크/블루스,"76,556",#사랑 #이별 #노래방 #발라드
9623896,20210706,9623896,2707737,함께 가는 길,LAMP,함께 가는 길,뉴에이지,314,#독서 #공부 #집중
9626940,20210706,9626940,2708264,참좋은 유아동요 베스트100 (유치원 인기동요),,솜사탕,어린이/태교,122,
9632070,20210706,9632070,2709060,Good For You,Amine,Caroline,랩/힙합,"40,725",#클럽 #매력적인 #남자보컬 #운동
9639854,20210706,9639854,2710254,Stoney (Deluxe),Post Malone,Deja Vu (Feat. Justin Bieber),랩/힙합,"42,245",#멜로너 #노래추천 #잔잔 #Pop
9648959,20210706,9648959,2711534,In The Memories Of Leslie Cheung,장국영,Love Of The Past (당연정) (영웅본색 주제곡),월드뮤직,"6,344",#OST #기분전환 #중국 #영화음악
12069989,20210706,12069989,2970815,Fly High!!,BURNOUT SYNDROMES,Fly High!!,J-POP,"3,048",#OST #애니 #감성 #팝송
12158510,20210706,12158510,2979487,Time,Kana-Boon,Silhouette,J-POP,"3,585",#애니메이션 #애니메이션OST #일본애니
13168034,20210706,13168034,3101180,The Wisp Sings,Winter Aid,The Wisp Sings,월드뮤직,"1,931",#팝 #읏추읏추 #mbti #Infj
16838242,20210706,16838242,3554816,Make this moment,Inger Marie,Will You Still Love Me Tomorrow,재즈,"6,754",#보사노바 #비오는날 #재즈 #재즈보컬
19812312,20210706,19812312,3918897,Classics by Claude Bolling,Claude Bolling,Hey Baby,월드뮤직,163,#오후 #재즈 #분위기
19997678,20210706,19997678,3937425,Despacito (Feat. Darren Banje),Despacito,Despacito (Feat. Darren Banje),월드뮤직,"5,324",#라틴팝 #Latin #라틴 #여름
23587805,20210706,23587805,4387486,We Were Young,Sad Puppy,We Were Young,월드뮤직,"1,562",#세계여행 #월드뮤직 #노을 #감성
23710813,20210706,23710813,4399278,Natural Force,Bonnie Tyler,It's a Heartache,월드뮤직,205,#록발라드 #1970 #힐링 #Pop
24097195,20210706,24097195,4439766,Music from Movie Dance Scenes Vol 3,Soundtrack Wonder Band,Beggin' (From 'Step Up 3D'),월드뮤직,25,
30000194,20210706,30000194,10000036,Comment Te Dire Adieu (2016 Remastered),Francoise Hardy,Comment Te Dire Adieu (Remasterise En 2016),월드뮤직,"2,792",#하트시그널 #파리 #하트시그널BGM #샹송
30002441,20210706,30002441,10000410,Birds In The Trap Sing McKnight,Travis Scott,goosebumps (Feat. Kendrick Lamar),랩/힙합,"19,289",#클럽 #외국힙합 #운동 #외힙
30002663,20210706,30002663,10000443,Love Never Fails,제이어스,Love Never Fails,CCM,"15,119",#국내ccm #에센셜 #CCM탑백 #CCM
30003679,20210706,30003679,10000637,Starboy,The Weeknd,Starboy (Feat. Daft Punk),R&B/Soul,"32,441",#매장음악 #감성 #패피 #팝송
30016901,20210706,30016901,10002781,눈물꽃,"TaM (탐) , 이윤아",눈물꽃,국악,599,#unfamous #국악 #국악탑백
30022398,20210706,30022398,10003700,I'm Still Learning,Barbra Lica,Coffee Shop,재즈,"6,445",#팝 #카페
30023458,20210706,30023458,10003899,Party Till We Die,"Timmy Trumpet , Makj",Party Till We Die (Feat. Andrew W.K.),일렉트로니카,"21,020",#클럽 #스트레스 #EDM #운동
30024193,20210706,30024193,10004028,君の名は。(너의 이름은. / your name.),RADWIMPS (래드윔프스),夢燈籠 / Dream lantern,"애니메이션/웹툰, J-POP","24,666",#일본애니 #애니 #제이팝 #애니메이션OST
30024200,20210706,30024200,10004028,君の名は。(너의 이름은. / your name.),RADWIMPS (래드윔프스),前前前世 (movie ver.) / Zenzenzense (movie ver.),"애니메이션/웹툰, J-POP","48,608",#OST #애니 #기분전환 #회상
30024219,20210706,30024219,10004028,君の名は。(너의 이름은. / your name.),RADWIMPS (래드윔프스),なんでもないや (movie ver.) / Nandemonaiya (movie ver.),"애니메이션/웹툰, J-POP","64,886",#OST #기분전환 #영화 #회상
30029173,20210706,30029173,10004707,WINGS,방탄소년단,피 땀 눈물,랩/힙합,"308,993",#숨듣명 #좋아요10만 #노동요 #회상
30035013,20210706,30035013,10005850,Lotus,Sergeant Jay,The Nu-jazz Lover,재즈,"3,148",#감각적인 #분위기 #재즈 #재즈힙합
30038039,20210706,30038039,10006391,bloom (Re-issue),"Camila Cabello , Machine Gun Kelly",Bad Things,랩/힙합,"48,195",#팝 #팝송 #카페 #음색
30048135,20210706,30048135,10008022,Rockabye (Feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (Feat. Sean Paul & Anne-Marie),일렉트로니카,"47,603",#클럽 #매장음악 #운동 #패피
30048911,20210706,30048911,10008134,마커스워십 2016 (Markers Worship 2016),마커스워십 (MARKERS WORSHIP),오직 예수 뿐이네 Only Jesus (인도 : 소진영),CCM,"13,355",#찬양 #CCM #CCM탑백
30049271,20210706,30049271,10008163,EVERYTHING YOU WANTED,박재범,"All I Wanna Do (K) (Feat. Hoody, Loco)",R&B/Soul,"188,000",#좋아요10만 #카페 #회상
30050872,20210706,30050872,10008355,불교 명상음악 설연화의 향기 경음악 4집,능인스님,무상,종교음악,58,#불교음악 #종교
30065331,20210706,30065331,10010784,위로가 필요한 밤에,Little Fish,위로가 필요한 밤에,뉴에이지,"2,275",#피아노 #공부 #공부할_때_듣는_음악
30069773,20210706,30069773,10011491,SQUARE TWO,BLACKPINK,불장난,댄스,"183,983",#숨듣명 #좋아요10만 #노동요 #회상
30069774,20210706,30069774,10011491,SQUARE TWO,BLACKPINK,STAY,포크/블루스,"119,707",#이별 #새벽 #밤 #그리움
30070862,20210706,30070862,10011618,마음으로 가는 길,마음스케치,마음으로 가는 길,뉴에이지,"1,264",#피아노 #공부 #집중
30072930,20210706,30072930,10011914,Culture,Migos,Bad And Boujee (Feat. Lil Uzi Vert),랩/힙합,"28,212",#클럽 #외국힙합 #운동 #외힙
30075117,20210706,30075117,10012245,너와 손잡고,LAMP,너와 손잡고,뉴에이지,274,#공부 #집중 #독서
30076452,20210706,30076452,2710254,Stoney (Deluxe),Post Malone,Congratulations (Feat. Quavo),랩/힙합,"39,900",#분위기 #RnB #PBRnB #음색
30084642,20210706,30084642,10013707,YOUTH,방탄소년단,Wishing on a star,J-POP,"50,348",#방탄소년단 #BTS
30086173,20210706,30086173,10013929,LIFE IS BEAUTY FULL,문문 (MoonMoon),비행운,"인디음악, 록/메탈","208,240",#좋아요10만 #노래추천 #잔잔 #회상
30095554,20210706,30095554,10015382,永遠的張國榮 (Leslie Cheung Forever),장국영,月亮代表我的心 (월량대표아적심-저 달이 내 마음이에요),월드뮤직,"2,066",#중화권 #CPOP #OST #홍콩
30099161,20210706,30099161,10015877,휴식을 위한 잔잔한 감성 피아노 연주곡 베스트,클래식,Bach : The Well-Tempered Clavier Book I. Prelude No.1 In C Major BWV.846 (바흐 : 평균율 클라비어곡집 1권 전주곡 1번 다장조) (Rain Ver.),클래식,"2,038",#클래식 #공부 #명곡 #공부할_때_듣는_음악
30099200,20210706,30099200,10015877,휴식을 위한 잔잔한 감성 피아노 연주곡 베스트,클래식,Clementi : Piano Sonatine No.1 In C Major Op.36 - III. Vivace (클레멘티 : 피아노 소나티네 1번 다장조 작품번호 36 - 3악장) (Rain Ver.),클래식,424,#클래식 #공부 #명곡 #공부할_때_듣는_음악
30105618,20210706,30105618,10000637,Starboy,The Weeknd,I Feel It Coming (Feat. Daft Punk),R&B/Soul,"86,128",#매장음악 #패피 #카페
30112123,20210706,30112123,10017616,오후 햇살에 기대어,Momentist,오후 햇살에 기대어,뉴에이지,755,#피아노 #공부 #공부할_때_듣는_음악
30114290,20210706,30114290,10017963,So Good (Alex Adair Remix),Louisa,So Good (Alex Adair Remix),일렉트로니카,"13,121",#팝송 #드라이브 #기분전환 #음색
30114630,20210706,30114630,10018028,Chopin : Piano Concerto No.1 Ballades (Deluxe),조성진,Chopin : Ballade No.1 In G Minor Op.23 (쇼팽 : 발라드 1번 사단조 작품번호 23),클래식,"5,246",#클래식 #집중 #낭만주의 #공부
30118149,20210706,30118149,10000637,Starboy,The Weeknd,Die For You,R&B/Soul,"39,731",#힙합 #zoodasa #랩 #주다사
30128349,20210706,30128349,10020024,Alone,Alan Walker,Alone,일렉트로니카,"76,462",#스트레스 #클럽 #운동
30132701,20210706,30132701,10020656,저 별,헤이즈 (Heize),저 별,R&B/Soul,"140,339",#겨울 #밤 #좋아요10만 #회상
30135668,20210706,30135668,10021038,영화 속 감미로운 로맨틱 재즈,,Lost Stars (영화 '비긴 어게인'),재즈,928,#재즈 #장르핫트랙 #재즈탑백 #재즈핫트랙
30143498,20210706,30143498,10022178,도깨비 OST Part.2,10CM,내 눈에만 보여,포크/블루스,"55,430",#사랑 #하트시그널 #봄 #하트시그널BGM
30157753,20210706,30157753,10024106,도깨비 OST Part 4,Crush,Beautiful,"발라드, R&B/Soul, 국내드라마","220,838",#좋아요10만 #윤식당 #여행 #회상
30163110,20210706,30163110,10024816,Full Album RED PLANET 'Hidden Track',볼빨간사춘기,좋다고 말해,"인디음악, 포크/블루스","211,746",#좋아요10만 #노래추천 #잔잔 #회상
30166460,20210706,30166460,10018028,Chopin : Piano Concerto No.1 Ballades (Deluxe),조성진,Chopin : Nocturne No.20 In C Sharp Minor Op.Posth (쇼팽 : 야상곡 20번 올림 다단조),클래식,"4,704",#힐링 #클래식 #낭만주의
30170735,20210706,30170735,10026083,유아동요 율동동요 100 (어린이 인기동요 베스트),,올챙이와 개구리,어린이/태교,46,
30177124,20210706,30177124,10027181,장민호 1집 드라마,장민호,내 이름 아시죠,트로트,"6,616",#미스터트롯 #성인음악탑백 #트로트
30178925,20210706,30178925,10027404,뭣이 중헌디,임영웅,뭣이 중헌디,트로트,"39,119",#미스터트롯 #트로트 #임영웅
30178926,20210706,30178926,10027404,뭣이 중헌디,임영웅,따라 따라,트로트,"39,474",#미스터트롯 #트로트 #임영웅
30181278,20210706,30181278,10027786,사춘기 하 (思春記 下),AKMU (악동뮤지션),오랜 날 오랜 밤,포크/블루스,"206,026",#이별 #좋아요10만 #그리움 #회상
30182426,20210706,30182426,10027949,My Teenage,문성욱,Crush (Vocal 임재현),재즈,"9,408",#재즈 #장르핫트랙 #재즈탑백 #재즈핫트랙
30188012,20210706,30188012,10028806,아침이 밝아올 때,Morning Dream,아침이 밝아올 때,뉴에이지,589,#공부 #집중 #독서
30188113,20210706,30188113,10028835,÷ (Deluxe),Ed Sheeran,Shape of You,POP,"302,493",#하트시그널 #팝송 #하트시그널BGM #음색
30190630,20210706,30190630,10029181,도깨비 OST Part.9,에일리(AILEE),첫눈처럼 너에게 가겠다,"발라드, 국내드라마","325,538",#비오는날 #이별 #그리움
30193476,20210706,30193476,10029648,지나던 그 골목길,Mono Tape,지나던 그 골목길,뉴에이지,360,#공부 #집중 #독서
30203259,20210706,30203259,10031250,Memories...Do Not Open,The Chainsmokers,Paris,일렉트로니카,"50,002",#매장음악 #트렌디 #드라이브 #흥폭발
30208025,20210706,30208025,10028835,÷ (Deluxe),Ed Sheeran,Perfect,POP,"91,415",#하트시그널 #배경음악 #하트시그널BGM #창작
30217708,20210706,30217708,10033522,동요가 좋아요 어린이 인기동요 100 (유아동요 베스트),,사과같은 내 얼굴,어린이/태교,216,#공주 #동요 #동요모음 #princess
30217709,20210706,30217709,10033522,동요가 좋아요 어린이 인기동요 100 (유아동요 베스트),,싱그러운 여름,어린이/태교,129,
30219823,20210706,30219823,10033964,우리 같이 걸어요,멜로우 데이즈,우리 같이 걸어요,뉴에이지,486,#뉴에이지 #집중 #공부 #힐링
30220087,20210706,30220087,10033980,핑크퐁 공룡 동요,핑크퐁,공룡ABC,어린이/태교,"3,073",#아이들 #핑크퐁 #동요
30220093,20210706,30220093,10033980,핑크퐁 공룡 동요,핑크퐁,티라노사우루스,어린이/태교,"4,161",#동요모음 #핑크퐁 #동요
30220099,20210706,30220099,10033982,핑크퐁 자동차 동요,핑크퐁,소방차,어린이/태교,"1,398",#아기상어 #핑크퐁 #동요
