,날짜,번호,제목,가수,장르,앨범이름,좋아요,플레이리스트,노래_태그,멜론DJ,플레이리스트_번호
0,20210706,33126545,Sparks (feat. Casey Cook),Rootkit,,Recursion,10,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32929398,Let Go,Louie Blue,,Let Go,17,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33385486,love on you.,Olivia Holt,,love on you.,51,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33347071,Gunshot,Trinix,,Gunshot,21,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33056953,U.,Coco & Breezy,,U.,59,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383295,Hideaway (Astrality Remix),5 Reasons,,Hideaway (Astrality Remix),13,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,31210919,Fight It,Mr. Popular,,Fight It／Sunrise,107,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33501965,favorable colours,slenderbodies,,are we?,15,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32667985,Yeah Yeah Yeah,Lyra Blue,,Shades of Blue,65,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32828600,EVIL,AViVA,,EVIL,227,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33477632,Junk Male,Bryony Dunn,,Things That Almost Happened,4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33012144,Acrylic,Nervo,,Acrylic (Streaming Ver.),35,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33147314,Be Somebody (Dillon Francis VIP Remix) (Feat. Evie Irie),Dillon Francis,,Be Somebody (Remixes),30,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33243079,Teen Scene (Wax Motif Remix) (Feat. Buddy),MAETA,,Teen Scene (Remixes),44,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33374166,When U Saw Love,Elio,,Can You Hear Me Now?,8,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33501505,Handshakes,Naliya,,Handshakes,15,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33428510,Head Over Heels,Cooper Phillip,,Head Over Heels,405,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33385892,Never Be The Same (Feat. Jantine),WizG,,Never Be The Same,19,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33439014,Last Night (Feat. HARLEE),Digital Farm Animals,,Last Night (Feat. HARLEE),141,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33405225,Problems,Hey Violet,,Problems,57,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33160569,Sunday,Sara Diamond,,IDK,18,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32696551,Lovergirl,Andrea Valle,,Lovergirl,2,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32078632,I Hope U Never Get over Me,Brett Castro,,Im Sorry,6,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33044319,Sippin' On Feelings (Francis VI Remix),Tep No,,Sippin' On Feelings (Francis VI Remix),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383283,Way Back Home (Feat. SOMOH),Lonely In The Rain,,Way Back Home,14,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33228514,City Lights (feat. Iveta),Papuga,,City Lights (feat. Iveta),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32718868,Can't Say Why,Josh Bogert,,Can't Say Why,495,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33365516,Be Somebody (Jess Bays Remix),James Vincent McMorrow,,Be Somebody (Jess Bays Remix),39,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33377560,Dead Girl!,Au/Ra,,Dead Girl!,697,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33455671,want want,Ffion,,want want,37,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,30888469,Good Girl,PAENDA,,Evolution I,40,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33462766,Mirror,Le Boeuf,,Mirror (Acoustic Version),29,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33341449,GO FAST BABY,Raissa,,HEROGIRL,25,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32145384,Boy Tears,Holander,,Boy Tears,168,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33322657,My Ways,Sycco,,My Ways,22,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33395371,Sacrifice (Niiko x SWAE Remix),Bebe Rexha,,Sacrifice (Niiko x SWAE Remix),76,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33352738,Break the law (Radio Edit),IOVA,,Break the law,7,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383478,Time I Love To Waste (Kilder Remix),MAY-A,,Time I Love To Waste (Kilder Remix),62,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33142616,Commando,Julie Bergan,,HARD FEELINGS,58,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33348235,Let It Lie,Sunnery James & Ryan Marciano,,Let It Lie,20,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33011359,Hurts Like Hell (Chris Odd Remix),Zephyrtone,,Hurts Like Hell (The Remixes Vol.1),7,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33196608,RICH KID$,FAANGS,,RICH KID$,70,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33415425,BUZZCUT,LoveLeo,,BUZZCUT,25,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32500142,HIGH ON MY OWN SUPPLY,KILLBOY,,HIGH ON MY OWN SUPPLY,36,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,31356647,Light,Ena Mori,,Light,158,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32584808,Fly,HALP,,Fall Apart,35,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33396078,One More Touch,joan,,One More Touch,312,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33395482,"Mine (feat. Dawty Music, Preston Harris & Sophia Sugarman)",Hugel,,"Mine (feat. Dawty Music, Preston Harris & Sophia Sugarman)",155,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33338178,No Lie,if found,,No Lie,33,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33126545,Sparks (feat. Casey Cook),Rootkit,,Recursion,10,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32929398,Let Go,Louie Blue,,Let Go,17,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33385486,love on you.,Olivia Holt,,love on you.,51,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33347071,Gunshot,Trinix,,Gunshot,21,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32865560,First Grade (Super Duper Remix),Max Leone,,First Grade (Super Duper Remix),29,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32715923,ATL Freestyle,6LACK,,6pc Hot EP,"1,106","공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33287963,the way that you see me (Feat. Ayleen Valentine),Powfu,,the way that you see me (Feat. Ayleen Valentine),"1,047","공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33317526,ISEEU (feat. Will the Wolf),TYLERxCORDY,,ISEEU (feat. Will the Wolf),22,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33231492,Last Day In,Kodak Black,,Last Day In,394,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33542747,Late At Night,Roddy Ricch,,Late At Night,662,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33276263,Calling My Phone,Lil Tjay,,Calling My Phone,"3,872","공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,32807954,Dark Place,Logic,,No Pressure,65,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33333767,Life's A Mess II,Juice WRLD,,Life's A Mess II,"2,348","공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33250748,Lonely (feat. HXLMXS),MORT,,Lonely (feat. HXLMXS),32,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,32457836,SONGS ABOUT YOU,CHIKA,,INDUSTRY GAMES,224,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33280271,What Is Love? (Feat. Anjelika Jelly Joseph),glbl wrmng,,What Is Love?,28,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33260212,Hue.,SICA,,Hue.,8,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33232354,Ride for Me,B Young,,Ride for Me,204,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33077998,Flawed (feat. Gunna),Wale,,Flawed (feat. Gunna),59,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33214884,God's Bathroom Floor,Atmosphere,,God's Bathroom Floor,33,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33097757,Don't Disturb Me,KVSE,,Don't Disturb Me,7,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33336928,Raindrops,Khai Dreams,,Raindrops,17,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33308508,Ride,Damien,,Ride,23,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33071537,Why,Russ,,Why,272,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,33254836,Reinvented,Vic Santoro,,Reinvented,6,"공허한 밤, 귓가에 맴도는 힙합",#힙합 #감성 #2020년대 #해외힙합 #외힙 #쓸쓸 #센치 #밤 #새벽,HIPHOP마스터,490914098
0,20210706,32633301,Dance Alone,Tayla Parx,,Coping Mechanisms,"7,657",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,33582305,Better (Feat. Jordyn Kane),Vandal Rock,,Better,"1,420",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,30459619,Someone To You,BANNERS,,Someone To You,"4,463",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32695192,Wild,John Legend,,Bigger Love,990,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,33434584,$hiny Things,DASHA,,$hiny Things,49,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,",3515851",Holes Inside,Joe Brooks,,A Reason To Swim,"2,558",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32766901,17,Adam Turley,,Nonfiction,"1,095",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,31775961,Never letting go (feat. Weldon),LUMiiE,,Morning Light,344,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,",8200296",I Lied,Fifth Harmony,,7/27 (Deluxe Ver.),"1,719",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32759238,Control (NOTD Remix),Zoe Wees,,Control (NOTD Remix),129,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,30073524,in my miNd,Maty Noyes,,Noyes Complaint,515,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,30664026,Sucker for You,Matt Terry,,Sucker for You,"19,164",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32457153,All I Am (Jess Glynne Cover Mix),Anne-Caroline Joy,,Summer Estate 2019,7,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,31803822,Someone You Loved,Lewis Capaldi,,Divinely Uninspired To A Hellish Extent,"25,907",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32036387,Miss Shiney,Kaiit,,Miss Shiney,997,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32562606,Coffee,Quinn XCII,,A Letter To My Younger Self,"19,554",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32618560,Leap Of Faith,Christopher,,My Blood,"13,979",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,31850893,Rebels,Call Me Karizma,,Rebels,"1,268",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,",5804702",Ocean Drive,Duke Dumont,,Ocean Drive,"3,488",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,33512719,I Can’t Get Over,DXWAVE (디엑스웨이브),,I Can’t Get Over,22,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,30436598,Your Song,Rita Ora,,Your Song,"9,747",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,33481465,Electric,Katy Perry,,Electric,"1,632",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,",5778980",Sugar (Feat. Francesco Yates),Robin Schulz,,Sugar (Feat. Francesco Yates),"15,857",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,31594540,I've Been Waiting (feat. Fall Out Boy),Lil Peep,,I've Been Waiting (feat. Fall Out Boy),"8,940",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32664727,Zombie Love,Bohnes,,206: Act I,461,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32854585,Stop,Anthony Ramos,,Stop,"6,075",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,33309890,Slide Thru,Mills,,Train of Thoughts,"2,224",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,",4536016",Here I Go,Sam Ock,,Stages,"10,839",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,",8088626",You're Not There,Lukas Graham,,Lukas Graham,"17,029",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32374445,Selfish,Madison Beer,,Selfish,"7,180",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32874029,T-shirt,Johnny Stimson,,T-shirt,"3,426",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32991424,Champagne Problems,Hugo Helmig,,Champagne Problems,"9,014",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,33349053,We The One,SakaZan,,We The One,"3,557",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,31803775,Happy Not Knowing,Carly Rae Jepsen,,Dedicated,450,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32610239,Let's Fall in Love for the Night,Finneas,,Blood Harmony,"10,431",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32392747,HEARTBREAK ANNIVERSARY,Giveon,,When It's All Said And Done... Take Time,"27,920",멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
0,20210706,32508702,Waves,Canyon City,,Midnight Waves,476,멜로너 PICK! 매력적인 'POP' 핵띵곡,#멜로너 #Pop #트렌디 #취향저격 #기분전환 #드라이브 #신나는,Melon_핫트렌드,455778553
