,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
0,20210706,32324026,10377359,Music To Be Murdered By,Eminem,Godzilla (Feat. Juice WRLD),랩/힙합,"32,967",#인기순위 #일간순위 #랩/힙합
0,20210706,31686344,10264723,Old Town Road,Lil Nas X,Old Town Road,랩/힙합,"38,757",#인기순위 #일간순위 #랩/힙합
0,20210706,33563054,10624403,Next Level (Remix) (feat. A$ton Wyld),ARCEEHIJ,Next Level (Remix) (feat. A$ton Wyld),랩/힙합,"1,301",#인기순위 #일간순위 #랩/힙합
0,20210706,2286952,660651,The Blueprint 3,JAY-Z,Empire State Of Mind (Feat. Alicia Keys),랩/힙합,"57,622",#인기순위 #일간순위 #랩/힙합
0,20210706,9639854,2710254,Stoney (Deluxe),Post Malone,Deja Vu (Feat. Justin Bieber),랩/힙합,"42,245",#인기순위 #일간순위 #랩/힙합
0,20210706,30076452,2710254,Stoney (Deluxe),Post Malone,Congratulations (Feat. Quavo),랩/힙합,"39,900",#인기순위 #일간순위 #랩/힙합
0,20210706,32420293,10395853,Manila,Young Cocoa,Manila,랩/힙합,"12,284",#인기순위 #일간순위 #랩/힙합
0,20210706,33354377,10579008,SugarCrash!,ElyOtto,SugarCrash!,랩/힙합,"7,628",#인기순위 #일간순위 #랩/힙합
0,20210706,9632070,2709060,Good For You,Amine,Caroline,랩/힙합,"40,725",#인기순위 #일간순위 #랩/힙합
0,20210706,409191,29081,Nellyville,Nelly,Dilemma (Feat. Kelly Rowland),랩/힙합,"22,043",#인기순위 #일간순위 #랩/힙합
0,20210706,30633025,10096328,beerbongs & bentleys,Post Malone,rockstar (Feat. 21 Savage),랩/힙합,"41,070",#인기순위 #일간순위 #랩/힙합
0,20210706,5772311,2328446,Rumors,Jake Miller,Rumors,랩/힙합,"30,996",#인기순위 #일간순위 #랩/힙합
0,20210706,33398099,10589220,RAPSTAR,Polo G,RAPSTAR,랩/힙합,"1,994",#인기순위 #일간순위 #랩/힙합
0,20210706,33447591,10600865,KHALED KHALED,DJ Khaled,"I DID IT (Feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",랩/힙합,"4,226",#인기순위 #일간순위 #랩/힙합
0,20210706,32361385,10385312,Blueberry Faygo,Lil Mosey,Blueberry Faygo,랩/힙합,"25,775",#인기순위 #일간순위 #랩/힙합
0,20210706,3791915,2121844,Whistle,Flo Rida,Whistle,랩/힙합,"38,760",#인기순위 #일간순위 #랩/힙합
0,20210706,31514966,10236053,Wow.,Post Malone,Wow.,랩/힙합,"35,623",#인기순위 #일간순위 #랩/힙합
0,20210706,33043982,10514513,F*CK LOVE (SAVAGE),The Kid LAROI,WITHOUT YOU,랩/힙합,"4,494",#인기순위 #일간순위 #랩/힙합
0,20210706,341542,24633,The Eminem Show,Eminem,Without Me,랩/힙합,"26,847",#인기순위 #일간순위 #랩/힙합
0,20210706,33061492,10518126,HOLIDAY,Lil Nas X,HOLIDAY,랩/힙합,"8,277",#인기순위 #일간순위 #랩/힙합
0,20210706,5401711,2284440,GDFR (Feat. Sage The Gemini And Lookas),Flo Rida,GDFR (Feat. Sage The Gemini And Lookas),랩/힙합,"65,365",#인기순위 #일간순위 #랩/힙합
0,20210706,4305908,2214433,The Marshall Mathers LP2 (Deluxe),Eminem,The Monster (Feat. Rihanna),랩/힙합,"53,790",#인기순위 #일간순위 #랩/힙합
0,20210706,33276263,10562548,Calling My Phone,"6LACK , Lil Tjay",Calling My Phone,랩/힙합,"3,882",#인기순위 #일간순위 #랩/힙합
0,20210706,32742825,10455217,Shoot For The Stars Aim For The Moon,Pop Smoke,What You Know Bout Love,랩/힙합,"9,957",#인기순위 #일간순위 #랩/힙합
0,20210706,32127375,10343987,Good As Hell (feat. Ariana Grande) [Remix],Lizzo,Good As Hell (feat. Ariana Grande) [Remix],랩/힙합,"18,771",#인기순위 #일간순위 #랩/힙합
0,20210706,32596412,10430354,poems of the past,"Sarcastic Sounds , Powfu , Rxseboy",ill come back to you,랩/힙합,"20,159",#인기순위 #일간순위 #랩/힙합
0,20210706,32687924,10445793,For A Minute,WizTheMc,For A Minute,랩/힙합,"11,263",#인기순위 #일간순위 #랩/힙합
0,20210706,32508671,10412466,Toosie Slide,Drake,Toosie Slide,랩/힙합,"19,376",#인기순위 #일간순위 #랩/힙합
0,20210706,31227080,10191224,ASTROWORLD,Travis Scott,SICKO MODE,랩/힙합,"33,696",#인기순위 #일간순위 #랩/힙합
0,20210706,32309425,10374358,Circles,Mac Miller,Good News,랩/힙합,"22,571",#인기순위 #일간순위 #랩/힙합
0,20210706,31092558,10169888,Taste (Feat. Offset),Tyga,Taste (Feat. Offset),랩/힙합,"25,753",#인기순위 #일간순위 #랩/힙합
0,20210706,32607391,10432581,SHAKE THE SNOW GLOBE (DELUXE),Russ,3AM (feat. Ty Dolla $ign),랩/힙합,"8,955",#인기순위 #일간순위 #랩/힙합
0,20210706,31047845,10096328,beerbongs & bentleys,Post Malone,Stay,랩/힙합,"23,039",#인기순위 #일간순위 #랩/힙합
0,20210706,30877013,10125810,Black Panther The Album Music From And Inspired By,"The Weeknd , Kendrick Lamar",Pray For Me,랩/힙합,"40,156",#인기순위 #일간순위 #랩/힙합
0,20210706,33620194,10636667,CALL ME IF YOU GET LOST,"Pharrell Williams , Lil Uzi Vert , Tyler, The Creator",JUGGERNAUT,랩/힙합,994,#인기순위 #일간순위 #랩/힙합
0,20210706,31947602,10310913,The Search,NF,Time,랩/힙합,"25,879",#인기순위 #일간순위 #랩/힙합
0,20210706,33211557,10548542,Goosebumps (Remix),"Travis Scott , HVME",Goosebumps (Remix),랩/힙합,"2,889",#인기순위 #일간순위 #랩/힙합
0,20210706,30393305,10055253,Everybody,Logic,1-800-273-8255 (Feat. Alessia Cara & Khalid),랩/힙합,"47,776",#인기순위 #일간순위 #랩/힙합
0,20210706,32033878,10326561,Hollywood's Bleeding,Post Malone,Hollywood's Bleeding,랩/힙합,"20,456",#인기순위 #일간순위 #랩/힙합
0,20210706,30961333,10149287,?,XXXTENTACION,changes,랩/힙합,"34,550",#인기순위 #일간순위 #랩/힙합
0,20210706,30038039,10006391,bloom (Re-issue),"Camila Cabello , Machine Gun Kelly",Bad Things,랩/힙합,"48,195",#인기순위 #일간순위 #랩/힙합
0,20210706,33108168,10528037,Coco (Feat. DaBaby),24KGoldn,Coco (Feat. DaBaby),랩/힙합,"5,630",#인기순위 #일간순위 #랩/힙합
0,20210706,30398863,10059868,Rolex,Ayo & Teo,Rolex,랩/힙합,"33,667",#인기순위 #일간순위 #랩/힙합
0,20210706,30072930,10011914,Culture,Migos,Bad And Boujee (Feat. Lil Uzi Vert),랩/힙합,"28,212",#인기순위 #일간순위 #랩/힙합
0,20210706,32767477,10459011,Legends Never Die,"Juice WRLD , Marshmello",Come & Go,랩/힙합,"11,712",#인기순위 #일간순위 #랩/힙합
0,20210706,30337906,10051191,DAMN.,Kendrick Lamar,HUMBLE.,랩/힙합,"39,035",#인기순위 #일간순위 #랩/힙합
0,20210706,32240710,10362316,Please Excuse Me For Being Antisocial,Roddy Ricch,The Box,랩/힙합,"18,510",#인기순위 #일간순위 #랩/힙합
0,20210706,33372439,10466135,El Dorado,24KGoldn,Company (Feat. Future),랩/힙합,"2,595",#인기순위 #일간순위 #랩/힙합
0,20210706,33293260,10565637,"3, 2, 1",24KGoldn,"3, 2, 1",랩/힙합,"3,447",#인기순위 #일간순위 #랩/힙합
0,20210706,106734399,5641150,Scorpion,Drake,In My Feelings,랩/힙합,"13,570",#인기순위 #일간순위 #랩/힙합
0,20210706,33574259,10626903,Thot Shit,Megan Thee Stallion,Thot Shit,랩/힙합,665,#인기순위 #일간순위 #랩/힙합
0,20210706,30951295,10147744,Freaky Friday (Feat. Chris Brown),Lil Dicky,Freaky Friday (Feat. Chris Brown),랩/힙합,"27,548",#인기순위 #일간순위 #랩/힙합
0,20210706,31800206,10285668,Going Up The Coast,Clay And Friends,Going Up The Coast,랩/힙합,"10,703",#인기순위 #일간순위 #랩/힙합
0,20210706,30002441,10000410,Birds In The Trap Sing McKnight,Travis Scott,goosebumps (Feat. Kendrick Lamar),랩/힙합,"19,289",#인기순위 #일간순위 #랩/힙합
0,20210706,30961321,10149287,?,XXXTENTACION,Moonlight,랩/힙합,"23,239",#인기순위 #일간순위 #랩/힙합
0,20210706,331330,24021,2001,Dr. Dre,The Next Episode (Feat. Snoop Dogg),랩/힙합,"23,736",#인기순위 #일간순위 #랩/힙합
0,20210706,30961322,10149287,?,XXXTENTACION,SAD!,랩/힙합,"20,460",#인기순위 #일간순위 #랩/힙합
0,20210706,31808620,10189386,Father Of Asahd,DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",랩/힙합,"16,761",#인기순위 #일간순위 #랩/힙합
0,20210706,33481466,10607869,Straightenin,Migos,Straightenin,랩/힙합,"1,643",#인기순위 #일간순위 #랩/힙합
0,20210706,32310233,10374510,Life Is Good (feat. Drake),Future,Life Is Good (feat. Drake),랩/힙합,"14,543",#인기순위 #일간순위 #랩/힙합
0,20210706,31905446,10303474,Lalala,"bbno$ , Y2K",Lalala,랩/힙합,"14,870",#인기순위 #일간순위 #랩/힙합
0,20210706,31614818,10251801,Please Me,"Bruno Mars , Cardi B",Please Me,랩/힙합,"21,023",#인기순위 #일간순위 #랩/힙합
0,20210706,331322,24021,2001,Dr. Dre,Still D.R.E. (Feat. Snoop Dogg),랩/힙합,"25,495",#인기순위 #일간순위 #랩/힙합
0,20210706,30266106,10040810,Future,Future,Mask Off,랩/힙합,"13,150",#인기순위 #일간순위 #랩/힙합
0,20210706,33049847,10515856,fools (can't help falling in love) (Feat. Sody),Foster,fools (can't help falling in love) (Feat. Sody),랩/힙합,"2,885",#인기순위 #일간순위 #랩/힙합
0,20210706,286094,22012,The Marshall Mathers LP,Eminem,Stan (Feat. Dido),랩/힙합,"14,776",#인기순위 #일간순위 #랩/힙합
0,20210706,825283,65685,Where Is The Love? (Single),Black Eyed Peas,Where Is The Love?,랩/힙합,"19,846",#인기순위 #일간순위 #랩/힙합
0,20210706,33431320,10596978,Best Friend (feat. Doja Cat) [Remix],"Saweetie , ちゃんみな (CHANMINA) , JAMIE (제이미)",Best Friend (feat. Doja Cat) [Remix],랩/힙합,"2,979",#인기순위 #일간순위 #랩/힙합
0,20210706,32771743,10446066,DEMIDEVIL,Ashnikko,Daisy,랩/힙합,"6,594",#인기순위 #일간순위 #랩/힙합
0,20210706,33524058,10550640,Forever Never (feat. Swae Lee & Pink Sweat$),PnB Rock,Forever Never (feat. Swae Lee & Pink Sweat$),랩/힙합,703,#인기순위 #일간순위 #랩/힙합
0,20210706,33333951,10574099,Leave The Door Open,"Anderson .Paak , Bruno Mars , Silk Sonic",Leave The Door Open,R&B/Soul,"53,430",#인기순위 #일간순위 #R&B/Soul
0,20210706,32793011,10395741,The Prelude,Pink Sweat$,At My Worst,R&B/Soul,"76,330",#인기순위 #일간순위 #R&B/Soul
0,20210706,32219271,10358189,Blinding Lights,The Weeknd,Blinding Lights,R&B/Soul,"79,641",#인기순위 #일간순위 #R&B/Soul
0,20210706,33433769,10597662,Save Your Tears (Remix),"The Weeknd , Ariana Grande",Save Your Tears (Remix),R&B/Soul,"15,016",#인기순위 #일간순위 #R&B/Soul
0,20210706,32392747,10391179,When It's All Said And Done... Take Time,Giveon,HEARTBREAK ANNIVERSARY,R&B/Soul,"28,019",#인기순위 #일간순위 #R&B/Soul
0,20210706,32155999,10348753,Hot Pink,Doja Cat,Say So,R&B/Soul,"69,245",#인기순위 #일간순위 #R&B/Soul
0,20210706,31866407,10296836,Volume 1 EP,Pink Sweat$,Honesty,R&B/Soul,"112,591",#인기순위 #일간순위 #R&B/Soul
0,20210706,31444012,10225410,2 soon,keshi,2 soon,R&B/Soul,"100,308",#인기순위 #일간순위 #R&B/Soul
0,20210706,31598143,10248938,Free Spirit,"Disclosure , Khalid",Talk,R&B/Soul,"111,888",#인기순위 #일간순위 #R&B/Soul
0,20210706,3143275,1173053,21,Adele,Someone Like You,R&B/Soul,"188,052",#인기순위 #일간순위 #R&B/Soul
0,20210706,32474773,10405923,After Hours,The Weeknd,Save Your Tears,R&B/Soul,"15,532",#인기순위 #일간순위 #R&B/Soul
0,20210706,32604377,10431953,blue,Kamal.,blue,R&B/Soul,"37,387",#인기순위 #일간순위 #R&B/Soul
0,20210706,33607942,10634201,Planet Her (Deluxe),"The Weeknd , Doja Cat",You Right,R&B/Soul,"2,451",#인기순위 #일간순위 #R&B/Soul
0,20210706,32131430,10344706,Love Language,UMI,Love Affair,R&B/Soul,"59,975",#인기순위 #일간순위 #R&B/Soul
0,20210706,31348703,10210920,Selfless,Kiana Lede,EX,R&B/Soul,"84,905",#인기순위 #일간순위 #R&B/Soul
0,20210706,32249644,10363724,Homework - EP,Sam Fischer,This City,R&B/Soul,"35,889",#인기순위 #일간순위 #R&B/Soul
0,20210706,31936298,10308884,Soul Searching,Bazzi,I.F.L.Y.,R&B/Soul,"69,729",#인기순위 #일간순위 #R&B/Soul
0,20210706,3143265,1173053,21,Adele,Rolling In The Deep,R&B/Soul,"86,183",#인기순위 #일간순위 #R&B/Soul
0,20210706,30105618,10000637,Starboy,The Weeknd,I Feel It Coming (Feat. Daft Punk),R&B/Soul,"86,128",#인기순위 #일간순위 #R&B/Soul
0,20210706,3986048,2169778,Unorthodox Jukebox,Bruno Mars,Treasure,R&B/Soul,"113,513",#인기순위 #일간순위 #R&B/Soul
0,20210706,14776,829,Merry Christmas (Deluxe Anniversary Edition),Mariah Carey,All I Want For Christmas Is You,R&B/Soul,"172,409",#인기순위 #일간순위 #R&B/Soul
0,20210706,32160286,10349562,The Juice: Vol. II,Emotional Oranges,West Coast Love,R&B/Soul,"32,853",#인기순위 #일간순위 #R&B/Soul
0,20210706,30683887,10101371,H.E.R.,H.E.R.,Best Part (Feat. Daniel Caesar),R&B/Soul,"76,761",#인기순위 #일간순위 #R&B/Soul
0,20210706,3146162,1175856,Doo-Wops & Hooligans (International Ver.),Bruno Mars,Just The Way You Are,R&B/Soul,"64,593",#인기순위 #일간순위 #R&B/Soul
0,20210706,32057052,10331009,right here,keshi,right here,R&B/Soul,"51,499",#인기순위 #일간순위 #R&B/Soul
0,20210706,3146166,1175856,Doo-Wops & Hooligans (International Ver.),Bruno Mars,Marry You,R&B/Soul,"59,685",#인기순위 #일간순위 #R&B/Soul
0,20210706,32156000,10348753,Hot Pink,Doja Cat,Like That (feat. Gucci Mane),R&B/Soul,"21,294",#인기순위 #일간순위 #R&B/Soul
0,20210706,5800348,2332243,I'm Not Sorry,DEAN,I'm Not Sorry (Feat. Eric Bellinger),R&B/Soul,"136,771",#인기순위 #일간순위 #R&B/Soul
0,20210706,4660792,2258028,In The Lonely Hour,Sam Smith,Stay With Me,R&B/Soul,"52,355",#인기순위 #일간순위 #R&B/Soul
0,20210706,2017159,462853,Halo,Beyonce,Halo,R&B/Soul,"75,106",#인기순위 #일간순위 #R&B/Soul
0,20210706,3808189,2124668,The Gentleman Approach,Jeff Bernat,Call You Mine (Feat. Geologic Of The Blue Scholars),R&B/Soul,"161,731",#인기순위 #일간순위 #R&B/Soul
0,20210706,3457988,1317528,4,Beyonce,Love On Top,R&B/Soul,"74,938",#인기순위 #일간순위 #R&B/Soul
0,20210706,32474772,10405923,After Hours,The Weeknd,In Your Eyes,R&B/Soul,"25,430",#인기순위 #일간순위 #R&B/Soul
0,20210706,31979852,10316399,Phases EP,Hamzaa,Sunday Morning,R&B/Soul,"29,243",#인기순위 #일간순위 #R&B/Soul
0,20210706,33621352,10637030,Make Up Your Mind,Jeff Bernat,Make Up Your Mind,R&B/Soul,"1,502",#인기순위 #일간순위 #R&B/Soul
0,20210706,32611663,10433212,Casual,"Johnny Stimson , Jesse Barrera , Jeff Bernat",Casual,R&B/Soul,"25,102",#인기순위 #일간순위 #R&B/Soul
0,20210706,3986050,2169778,Unorthodox Jukebox,Bruno Mars,When I Was Your Man,R&B/Soul,"101,442",#인기순위 #일간순위 #R&B/Soul
0,20210706,32079722,10335422,Good Day,Surfaces,Good Day,R&B/Soul,"34,843",#인기순위 #일간순위 #R&B/Soul
0,20210706,33375721,10448814,Twenties (Deluxe),Bren Joy,Insecure (feat. Pink Sweat$),R&B/Soul,"4,744",#인기순위 #일간순위 #R&B/Soul
0,20210706,3146167,1175856,Doo-Wops & Hooligans (International Ver.),Bruno Mars,Talking To The Moon,R&B/Soul,"33,485",#인기순위 #일간순위 #R&B/Soul
0,20210706,31367630,10152634,You Come First (feat. Saweetie),Zak Abel,You Come First (feat. Saweetie),R&B/Soul,"18,167",#인기순위 #일간순위 #R&B/Soul
0,20210706,30118149,10000637,Starboy,The Weeknd,Die For You,R&B/Soul,"39,731",#인기순위 #일간순위 #R&B/Soul
0,20210706,30678074,10103631,COSMIC,Bazzi,Mine,R&B/Soul,"54,878",#인기순위 #일간순위 #R&B/Soul
0,20210706,1479152,329663,Once Again,John Legend,P.D.A. (We Just Don't Care),R&B/Soul,"73,322",#인기순위 #일간순위 #R&B/Soul
0,20210706,31017925,10103631,COSMIC,Bazzi,Myself,R&B/Soul,"24,424",#인기순위 #일간순위 #R&B/Soul
0,20210706,4228111,2199408,Love In The Future (Standard),John Legend,All Of Me,R&B/Soul,"52,912",#인기순위 #일간순위 #R&B/Soul
0,20210706,33607940,10634201,Planet Her (Deluxe),Doja Cat,I Don't Do Drugs (Feat. Ariana Grande),R&B/Soul,"1,491",#인기순위 #일간순위 #R&B/Soul
0,20210706,30821095,10125680,Finesse (Remix) (Feat. Cardi B),Bruno Mars,Finesse (Remix) (Feat. Cardi B),R&B/Soul,"38,779",#인기순위 #일간순위 #R&B/Soul
0,20210706,32873093,10479164,Casual (Acoustic),"Johnny Stimson , Jesse Barrera , Jeff Bernat",Casual (Acoustic),R&B/Soul,"9,769",#인기순위 #일간순위 #R&B/Soul
0,20210706,8140951,2678982,Ology,Gallant,Weight In Gold,R&B/Soul,"64,372",#인기순위 #일간순위 #R&B/Soul
0,20210706,32695190,10447132,Bigger Love,John Legend,I Do,R&B/Soul,"16,747",#인기순위 #일간순위 #R&B/Soul
0,20210706,4660799,2258028,In The Lonely Hour,Sam Smith,Lay Me Down,R&B/Soul,"55,008",#인기순위 #일간순위 #R&B/Soul
0,20210706,7968702,2655470,Late Nights: The Album,Jeremih,oui,R&B/Soul,"44,247",#인기순위 #일간순위 #R&B/Soul
0,20210706,3146169,1175856,Doo-Wops & Hooligans (International Ver.),Bruno Mars,Count On Me,R&B/Soul,"38,168",#인기순위 #일간순위 #R&B/Soul
0,20210706,1922885,396269,First Love,Karina,Slow Motion (Album Version),R&B/Soul,"76,052",#인기순위 #일간순위 #R&B/Soul
0,20210706,3808188,2124668,The Gentleman Approach,Jeff Bernat,If You Wonder,R&B/Soul,"64,338",#인기순위 #일간순위 #R&B/Soul
0,20210706,30677446,10103511,FUTURES,PREP,Cheapest Flight,R&B/Soul,"39,295",#인기순위 #일간순위 #R&B/Soul
0,20210706,1622952,350011,Because Of You,Ne-Yo,Because Of You,R&B/Soul,"32,487",#인기순위 #일간순위 #R&B/Soul
0,20210706,31225710,10190987,Beautiful (Feat. Camila Cabello),Bazzi,Beautiful (Feat. Camila Cabello),R&B/Soul,"33,376",#인기순위 #일간순위 #R&B/Soul
0,20210706,32092993,10337985,Honey,Johnny Balik,Honey,R&B/Soul,"8,858",#인기순위 #일간순위 #R&B/Soul
0,20210706,33422115,10594751,Baby Powder,Jenevieve,Baby Powder,R&B/Soul,"3,554",#인기순위 #일간순위 #R&B/Soul
0,20210706,4792292,2272151,The Simple Things,Michael Carreon,The Simple Things,R&B/Soul,"82,963",#인기순위 #일간순위 #R&B/Soul
0,20210706,3808190,2124668,The Gentleman Approach,Jeff Bernat,Groovin',R&B/Soul,"83,375",#인기순위 #일간순위 #R&B/Soul
0,20210706,498665,33336,Diary Of Alicia Keys,Alicia Keys,If I Ain't Got You,R&B/Soul,"42,306",#인기순위 #일간순위 #R&B/Soul
0,20210706,32136628,10345739,I Wanna Be Yours,"Crush , Pink Sweat$",I Wanna Be Yours,R&B/Soul,"27,061",#인기순위 #일간순위 #R&B/Soul
0,20210706,5834284,2337275,Beauty Behind The Madness,The Weeknd,Can't Feel My Face,R&B/Soul,"31,505",#인기순위 #일간순위 #R&B/Soul
0,20210706,1189419,317745,So Sick,Ne-Yo,So Sick,R&B/Soul,"37,322",#인기순위 #일간순위 #R&B/Soul
0,20210706,33607937,10634201,Planet Her (Deluxe),Doja Cat,Payday (Feat. Young Thug),R&B/Soul,730,#인기순위 #일간순위 #R&B/Soul
0,20210706,32864823,10477535,Citrus,Sylo Nozra,Citrus,R&B/Soul,"7,003",#인기순위 #일간순위 #R&B/Soul
0,20210706,3146164,1175856,Doo-Wops & Hooligans (International Ver.),Bruno Mars,Runaway Baby,R&B/Soul,"34,847",#인기순위 #일간순위 #R&B/Soul
0,20210706,31603430,10249879,Drive Slow,Mac Ayres,Easy,R&B/Soul,"22,583",#인기순위 #일간순위 #R&B/Soul
0,20210706,30939860,10146075,Freudian,Daniel Caesar,Best Part (Feat. H.E.R.),R&B/Soul,"32,379",#인기순위 #일간순위 #R&B/Soul
0,20210706,30281668,10042779,American Teen,Khalid,Young Dumb & Broke,R&B/Soul,"33,854",#인기순위 #일간순위 #R&B/Soul
0,20210706,30663066,10101204,Honey,Kehlani,Honey,R&B/Soul,"33,973",#인기순위 #일간순위 #R&B/Soul
0,20210706,1313885,322242,The Eternal Dance,"Earth, Wind & Fire",September,R&B/Soul,"23,459",#인기순위 #일간순위 #R&B/Soul
0,20210706,685096,48613,The Best Of Bill Withers : Lean On Me,Bill Withers,Just The Two Of Us,R&B/Soul,"16,936",#인기순위 #일간순위 #R&B/Soul
0,20210706,30003679,10000637,Starboy,The Weeknd,Starboy (Feat. Daft Punk),R&B/Soul,"32,441",#인기순위 #일간순위 #R&B/Soul
0,20210706,1590574,346986,Corinne Bailey Rae (Special Edition),Corinne Bailey Rae,Like A Star,R&B/Soul,"54,412",#인기순위 #일간순위 #R&B/Soul
0,20210706,31351144,10211363,Ella Mai,Ella Mai,Trip,R&B/Soul,"15,227",#인기순위 #일간순위 #R&B/Soul
0,20210706,33640711,10642176,I Believed It (feat. Mac Miller),"Ty Dolla $ign , dvsn",I Believed It (feat. Mac Miller),R&B/Soul,429,#인기순위 #일간순위 #R&B/Soul
0,20210706,1648091,352327,Good Girl Gone Bad,Rihanna,Umbrella (Feat. Jay-Z),R&B/Soul,"14,675",#인기순위 #일간순위 #R&B/Soul
0,20210706,31237426,10192906,Broke,Samm Henshaw,Broke,R&B/Soul,"27,295",#인기순위 #일간순위 #R&B/Soul
0,20210706,523778,34574,More,Tamia,Officially Missing You,R&B/Soul,"27,112",#인기순위 #일간순위 #R&B/Soul
0,20210706,32160288,10349562,The Juice: Vol. II,Emotional Oranges,Sundays,R&B/Soul,"14,046",#인기순위 #일간순위 #R&B/Soul
0,20210706,33164119,10539691,Good Days,SZA,Good Days,R&B/Soul,"6,345",#인기순위 #일간순위 #R&B/Soul
0,20210706,1575589,345414,드림걸즈 OST,Beyonce,Listen,R&B/Soul,"26,520",#인기순위 #일간순위 #R&B/Soul
0,20210706,31866347,10296813,YOU,Ali Gatie,It's You,R&B/Soul,"25,119",#인기순위 #일간순위 #R&B/Soul
0,20210706,32541983,10399595,I Don't Think I'm Okay,Bazzi,I Got You,R&B/Soul,"11,982",#인기순위 #일간순위 #R&B/Soul
0,20210706,32374575,10388012,Constant,"Jeremy Passion , Jesse Barrera",Constant,R&B/Soul,"7,103",#인기순위 #일간순위 #R&B/Soul
0,20210706,31838876,10291937,Where the Light Is,Surfaces,Sunday Best,R&B/Soul,"16,233",#인기순위 #일간순위 #R&B/Soul
0,20210706,1658609,353115,Cooleyhighharmony,Boyz II Men,End Of The Road,R&B/Soul,"8,393",#인기순위 #일간순위 #R&B/Soul
0,20210706,3143269,1173053,21,Adele,Set Fire To The Rain,R&B/Soul,"26,057",#인기순위 #일간순위 #R&B/Soul
0,20210706,1590576,346986,Corinne Bailey Rae (Special Edition),Corinne Bailey Rae,Put Your Records On,R&B/Soul,"37,015",#인기순위 #일간순위 #R&B/Soul
0,20210706,33264776,10560357,What Other People Say,"Sam Fischer , Demi Lovato",What Other People Say,R&B/Soul,"4,292",#인기순위 #일간순위 #R&B/Soul
0,20210706,1889494,386157,Good Girl Gone Bad: Reloaded,Rihanna,Take A Bow,R&B/Soul,"7,423",#인기순위 #일간순위 #R&B/Soul
0,20210706,31411223,10216329,Line by Line,PREP,Line by Line (feat. Cory Wong & Paul Jackson Jr),R&B/Soul,"13,819",#인기순위 #일간순위 #R&B/Soul
0,20210706,30422814,10063730,love,DEAN,love (Feat. Syd),R&B/Soul,"45,887",#인기순위 #일간순위 #R&B/Soul
0,20210706,4692558,2261481,Heartbreak Heard Around The World (Feat. T-Pain),Jacob Latimore,Heartbreak Heard Around The World (Feat. T-Pain),R&B/Soul,"5,048",#인기순위 #일간순위 #R&B/Soul
0,20210706,31532965,10238781,Indigo,Chris Brown,Undecided,R&B/Soul,"21,929",#인기순위 #일간순위 #R&B/Soul
0,20210706,3146161,1175856,Doo-Wops & Hooligans (International Ver.),Bruno Mars,Grenade,R&B/Soul,"22,883",#인기순위 #일간순위 #R&B/Soul
0,20210706,32077713,10335111,"10,000 Hours","Dan + Shay , Justin Bieber","10,000 Hours",포크/블루스/컨트리,"77,292",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,32201976,10355414,Head High,Alexander Jean,Whiskey and Morphine,포크/블루스/컨트리,"34,478",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,33365341,10581421,Push & Pull,Georgia Webster,Push & Pull,포크/블루스/컨트리,410,#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,33267411,10560843,Glad You Exist,Dan + Shay,Glad You Exist,포크/블루스/컨트리,"2,628",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,30574916,10087090,Mabelle,Seth Ennis,Look At You,포크/블루스/컨트리,"4,795",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,31078356,10167497,Speechless,Dan + Shay,Speechless,포크/블루스/컨트리,"37,488",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,1722471,357236,O,Damien Rice,The Blower's Daughter,포크/블루스/컨트리,"51,082",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,30997705,10154937,Golden Hour,Kacey Musgraves,Rainbow,포크/블루스/컨트리,"24,376",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,1579387,345797,New York City,"The Peter Malick Group , Norah Jones",New York City,포크/블루스/컨트리,"23,561",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,2099555,513461,Fearless (International Ver.),Taylor Swift,You Belong With Me,포크/블루스/컨트리,"26,700",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,32832324,10470845,I Should Probably Go To Bed,Dan + Shay,I Should Probably Go To Bed,포크/블루스/컨트리,"7,335",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,106730199,5640611,Red,Taylor Swift,We Are Never Ever Getting Back Together,포크/블루스/컨트리,"3,714",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,386343,27522,토이 스토리 OST,Randy Newman,"You've Got a Friend in Me (From ""Toy Story""/Soundtrack Version)",포크/블루스/컨트리,"29,944",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,33015127,10508527,That's Us,Anson Seabra,That's Us,포크/블루스/컨트리,"4,600",#인기순위 #일간순위 #포크/블루스/컨트리
0,20210706,31801911,10285955,Don't Let Her,Walker Hayes,Don't Let Her,포크/블루스/컨트리,"2,758",#인기순위 #일간순위 #포크/블루스/컨트리
