,날짜,번호,제목,가수,장르,앨범이름,좋아요
0,20210704,32309425,Good News,Mac Miller,랩_힙합(해외),Circles,"22,540"
0,20210704,31092558,Taste (Feat. Offset),Tyga,랩_힙합(해외),Taste (Feat. Offset),"25,744"
0,20210704,31947602,Time,NF,랩_힙합(해외),The Search,"25,848"
0,20210704,30393305,1-800-273-8255 (Feat. Alessia Cara & Khalid),Logic,랩_힙합(해외),Everybody,"47,742"
0,20210704,30961333,changes,XXXTENTACION,랩_힙합(해외),?,"34,526"
0,20210704,33620194,JUGGERNAUT,"Tyler, The Creator",랩_힙합(해외),CALL ME IF YOU GET LOST,913
0,20210704,30877013,Pray For Me,Kendrick Lamar,랩_힙합(해외),Black Panther The Album Music From And Inspired By,"40,145"
0,20210704,32033878,Hollywood's Bleeding,Post Malone,랩_힙합(해외),Hollywood's Bleeding,"20,438"
0,20210704,33211557,Goosebumps (Remix),Travis Scott,랩_힙합(해외),Goosebumps (Remix),"2,863"
0,20210704,30038039,Bad Things,Machine Gun Kelly,랩_힙합(해외),bloom (Re-issue),"48,185"
0,20210704,32767477,Come & Go,Juice WRLD,랩_힙합(해외),Legends Never Die,"11,694"
0,20210704,33108168,Coco (Feat. DaBaby),24KGoldn,랩_힙합(해외),Coco (Feat. DaBaby),"5,608"
0,20210704,32322353,Surf,Mac Miller,랩_힙합(해외),Circles,"7,141"
0,20210704,30072930,Bad And Boujee (Feat. Lil Uzi Vert),Migos,랩_힙합(해외),Culture,"28,197"
0,20210704,30398863,Rolex,Ayo & Teo,랩_힙합(해외),Rolex,"33,665"
0,20210704,31691640,Letters From You,Kastor,랩_힙합(해외),Letters From You,242
0,20210704,33372439,Company (Feat. Future),24KGoldn,랩_힙합(해외),El Dorado,"2,582"
0,20210704,06734399,In My Feelings,Drake,랩_힙합(해외),Scorpion,"13,553"
0,20210704,30337906,HUMBLE.,Kendrick Lamar,랩_힙합(해외),DAMN.,"39,015"
0,20210704,30961321,Moonlight,XXXTENTACION,랩_힙합(해외),?,"23,212"
0,20210704,33293260,"3, 2, 1",24KGoldn,랩_힙합(해외),"3, 2, 1","3,433"
0,20210704,31800206,Going Up The Coast,Clay And Friends,랩_힙합(해외),Going Up The Coast,"10,674"
0,20210704,31905446,Lalala,Y2K,랩_힙합(해외),Lalala,"14,854"
0,20210704,32240710,The Box,Roddy Ricch,랩_힙합(해외),Please Excuse Me For Being Antisocial,"18,500"
0,20210704,33574259,Thot Shit,Megan Thee Stallion,랩_힙합(해외),Thot Shit,631
0,20210704,30961322,SAD!,XXXTENTACION,랩_힙합(해외),?,"20,430"
0,20210704,32310233,Life Is Good (feat. Drake),Future,랩_힙합(해외),Life Is Good (feat. Drake),"14,538"
0,20210704,30002441,goosebumps (Feat. Kendrick Lamar),Travis Scott,랩_힙합(해외),Birds In The Trap Sing McKnight,"19,274"
0,20210704,30266106,Mask Off,Future,랩_힙합(해외),Future,"13,135"
0,20210704,30951295,Freaky Friday (Feat. Chris Brown),Lil Dicky,랩_힙합(해외),Freaky Friday (Feat. Chris Brown),"27,545"
0,20210704,31877680,Panini,Lil Nas X,랩_힙합(해외),7 EP,"12,584"
0,20210704,33481466,Straightenin,Migos,랩_힙합(해외),Straightenin,"1,629"
0,20210704,31808620,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,랩_힙합(해외),Father Of Asahd,"16,751"
0,20210704,32771743,Daisy,Ashnikko,랩_힙합(해외),DEMIDEVIL,"6,572"
0,20210704,"',331330",The Next Episode (Feat. Snoop Dogg),Dr. Dre,랩_힙합(해외),2001,"23,724"
0,20210704,"',331322",Still D.R.E. (Feat. Snoop Dogg),Dr. Dre,랩_힙합(해외),2001,"25,483"
0,20210704,31614818,Please Me,Cardi B,랩_힙합(해외),Please Me,"21,009"
0,20210704,33049847,fools (can't help falling in love) (Feat. Sody),Foster,랩_힙합(해외),fools (can't help falling in love) (Feat. Sody),"2,857"
0,20210704,33333951,Leave The Door Open,Bruno Mars,R&B_Soul(해외),Leave The Door Open,"52,976"
0,20210704,32793011,At My Worst,Pink Sweat$,R&B_Soul(해외),The Prelude,"76,028"
0,20210704,33433769,Save Your Tears (Remix),The Weeknd,R&B_Soul(해외),Save Your Tears (Remix),"14,857"
0,20210704,32219271,Blinding Lights,The Weeknd,R&B_Soul(해외),Blinding Lights,"79,453"
0,20210704,32392747,HEARTBREAK ANNIVERSARY,Giveon,R&B_Soul(해외),When It's All Said And Done... Take Time,"27,845"
0,20210704,32155999,Say So,Doja Cat,R&B_Soul(해외),Hot Pink,"69,065"
0,20210704,31444012,2 soon,keshi,R&B_Soul(해외),2 soon,"100,228"
0,20210704,31866407,Honesty,Pink Sweat$,R&B_Soul(해외),Volume 1 EP,"112,532"
0,20210704,",3143275",Someone Like You,Adele,R&B_Soul(해외),21,"187,995"
0,20210704,31598143,Talk,Khalid,R&B_Soul(해외),Free Spirit,"111,815"
0,20210704,33607942,You Right,Doja Cat,R&B_Soul(해외),Planet Her (Deluxe),"2,275"
0,20210704,32131430,Love Affair,UMI,R&B_Soul(해외),Love Language,"59,924"
0,20210704,32249644,This City,Sam Fischer,R&B_Soul(해외),Homework - EP,"35,831"
0,20210704,31348703,EX,Kiana Lede,R&B_Soul(해외),Selfless,"84,866"
0,20210704,",3143265",Rolling In The Deep,Adele,R&B_Soul(해외),21,"86,135"
0,20210704,31936298,I.F.L.Y.,Bazzi,R&B_Soul(해외),Soul Searching,"69,685"
0,20210704,32160286,West Coast Love,Emotional Oranges,R&B_Soul(해외),The Juice: Vol. II,"32,780"
0,20210704,"6',14776",All I Want For Christmas Is You,Mariah Carey,R&B_Soul(해외),Merry Christmas (Deluxe Anniversary Edition),"172,399"
0,20210704,",3986048",Treasure,Bruno Mars,R&B_Soul(해외),Unorthodox Jukebox,"113,487"
0,20210704,30683887,Best Part (Feat. Daniel Caesar),H.E.R.,R&B_Soul(해외),H.E.R.,"76,698"
0,20210704,30105618,I Feel It Coming (Feat. Daft Punk),The Weeknd,R&B_Soul(해외),Starboy,"86,085"
0,20210704,",3146162",Just The Way You Are,Bruno Mars,R&B_Soul(해외),Doo-Wops & Hooligans (International Ver.),"64,551"
0,20210704,32604377,blue,Kamal.,R&B_Soul(해외),blue,"37,328"
0,20210704,32057052,right here,keshi,R&B_Soul(해외),right here,"51,462"
0,20210704,",3146166",Marry You,Bruno Mars,R&B_Soul(해외),Doo-Wops & Hooligans (International Ver.),"59,646"
0,20210704,",4660792",Stay With Me,Sam Smith,R&B_Soul(해외),In The Lonely Hour,"52,314"
0,20210704,32474773,Save Your Tears,The Weeknd,R&B_Soul(해외),After Hours,"15,438"
0,20210704,33621352,Make Up Your Mind,Jeff Bernat,R&B_Soul(해외),Make Up Your Mind,"1,462"
0,20210704,",5800348",I'm Not Sorry (Feat. Eric Bellinger),DEAN,R&B_Soul(해외),I'm Not Sorry,"136,753"
0,20210704,32156000,Like That (feat. Gucci Mane),Doja Cat,R&B_Soul(해외),Hot Pink,"21,220"
0,20210704,",2017159",Halo,Beyonce,R&B_Soul(해외),Halo,"75,075"
0,20210704,",3808189",Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat,R&B_Soul(해외),The Gentleman Approach,"161,711"
0,20210704,",3457988",Love On Top,Beyonce,R&B_Soul(해외),4,"74,918"
0,20210704,31979852,Sunday Morning,Hamzaa,R&B_Soul(해외),Phases EP,"29,209"
0,20210704,32474772,In Your Eyes,The Weeknd,R&B_Soul(해외),After Hours,"25,392"
0,20210704,32611663,Casual,Jesse Barrera,R&B_Soul(해외),Casual,"25,049"
0,20210704,33607940,I Don't Do Drugs (Feat. Ariana Grande),Doja Cat,R&B_Soul(해외),Planet Her (Deluxe),"1,405"
0,20210704,",3986050",When I Was Your Man,Bruno Mars,R&B_Soul(해외),Unorthodox Jukebox,"101,423"
0,20210704,",3146167",Talking To The Moon,Bruno Mars,R&B_Soul(해외),Doo-Wops & Hooligans (International Ver.),"33,434"
0,20210704,32079722,Good Day,Surfaces,R&B_Soul(해외),Good Day,"34,817"
0,20210704,31367630,You Come First (feat. Saweetie),Zak Abel,R&B_Soul(해외),You Come First (feat. Saweetie),"18,121"
0,20210704,30678074,Mine,Bazzi,R&B_Soul(해외),COSMIC,"54,857"
0,20210704,30118149,Die For You,The Weeknd,R&B_Soul(해외),Starboy,"39,684"
0,20210704,31017925,Myself,Bazzi,R&B_Soul(해외),COSMIC,"24,385"
0,20210704,",4228111",All Of Me,John Legend,R&B_Soul(해외),Love In The Future (Standard),"52,878"
0,20210704,",1479152",P.D.A. (We Just Don't Care),John Legend,R&B_Soul(해외),Once Again,"73,297"
0,20210704,33375721,Insecure (feat. Pink Sweat$),Bren Joy,R&B_Soul(해외),Twenties (Deluxe),"4,605"
0,20210704,30821095,Finesse (Remix) (Feat. Cardi B),Bruno Mars,R&B_Soul(해외),Finesse (Remix) (Feat. Cardi B),"38,757"
0,20210704,",8140951",Weight In Gold,Gallant,R&B_Soul(해외),Ology,"64,358"
0,20210704,",4660799",Lay Me Down,Sam Smith,R&B_Soul(해외),In The Lonely Hour,"54,993"
0,20210704,32873093,Casual (Acoustic),Jesse Barrera,R&B_Soul(해외),Casual (Acoustic),"9,736"
0,20210704,32695190,I Do,John Legend,R&B_Soul(해외),Bigger Love,"16,724"
0,20210704,",3146169",Count On Me,Bruno Mars,R&B_Soul(해외),Doo-Wops & Hooligans (International Ver.),"38,136"
0,20210704,33607937,Payday (Feat. Young Thug),Doja Cat,R&B_Soul(해외),Planet Her (Deluxe),696
0,20210704,",7968702",oui,Jeremih,R&B_Soul(해외),Late Nights: The Album,"44,227"
0,20210704,33422115,Baby Powder,Jenevieve,R&B_Soul(해외),Baby Powder,"3,513"
0,20210704,31225710,Beautiful (Feat. Camila Cabello),Bazzi,R&B_Soul(해외),Beautiful (Feat. Camila Cabello),"33,361"
0,20210704,",1922885",Slow Motion (Album Version),Karina,R&B_Soul(해외),First Love,"76,028"
0,20210704,30677446,Cheapest Flight,PREP,R&B_Soul(해외),FUTURES,"39,265"
0,20210704,",1622952",Because Of You,Ne-Yo,R&B_Soul(해외),Because Of You,"32,475"
0,20210704,33164119,Good Days,SZA,R&B_Soul(해외),Good Days,"6,305"
0,20210704,",3808188",If You Wonder,Jeff Bernat,R&B_Soul(해외),The Gentleman Approach,"64,333"
0,20210704,",3808190",Groovin',Jeff Bernat,R&B_Soul(해외),The Gentleman Approach,"83,363"
0,20210704,"',498665",If I Ain't Got You,Alicia Keys,R&B_Soul(해외),Diary Of Alicia Keys,"42,293"
0,20210704,",1313885",September,"Earth, Wind & Fire",R&B_Soul(해외),The Eternal Dance,"23,442"
0,20210704,",5834284",Can't Feel My Face,The Weeknd,R&B_Soul(해외),Beauty Behind The Madness,"31,484"
0,20210704,",4792292",The Simple Things,Michael Carreon,R&B_Soul(해외),The Simple Things,"82,950"
0,20210704,"',685096",Just The Two Of Us,Bill Withers,R&B_Soul(해외),The Best Of Bill Withers : Lean On Me,"16,896"
0,20210704,30939860,Best Part (Feat. H.E.R.),Daniel Caesar,R&B_Soul(해외),Freudian,"32,358"
0,20210704,",1189419",So Sick,Ne-Yo,R&B_Soul(해외),So Sick,"37,305"
0,20210704,32136628,I Wanna Be Yours,Pink Sweat$,R&B_Soul(해외),I Wanna Be Yours,"27,051"
0,20210704,32864823,Citrus,Sylo Nozra,R&B_Soul(해외),Citrus,"6,985"
0,20210704,32092993,Honey,Johnny Balik,R&B_Soul(해외),Honey,"8,829"
0,20210704,",3146164",Runaway Baby,Bruno Mars,R&B_Soul(해외),Doo-Wops & Hooligans (International Ver.),"34,829"
0,20210704,31603430,Easy,Mac Ayres,R&B_Soul(해외),Drive Slow,"22,545"
0,20210704,30281668,Young Dumb & Broke,Khalid,R&B_Soul(해외),American Teen,"33,840"
0,20210704,31351144,Trip,Ella Mai,R&B_Soul(해외),Ella Mai,"15,204"
0,20210704,30003679,Starboy (Feat. Daft Punk),The Weeknd,R&B_Soul(해외),Starboy,"32,426"
0,20210704,31237426,Broke,Samm Henshaw,R&B_Soul(해외),Broke,"27,268"
0,20210704,31838876,Sunday Best,Surfaces,R&B_Soul(해외),Where the Light Is,"16,216"
0,20210704,"',523778",Officially Missing You,Tamia,R&B_Soul(해외),More,"27,089"
0,20210704,30663066,Honey,Kehlani,R&B_Soul(해외),Honey,"33,968"
0,20210704,",1658609",End Of The Road,Boyz II Men,R&B_Soul(해외),Cooleyhighharmony,"8,368"
0,20210704,32160288,Sundays,Emotional Oranges,R&B_Soul(해외),The Juice: Vol. II,"14,029"
0,20210704,",1590574",Like A Star,Corinne Bailey Rae,R&B_Soul(해외),Corinne Bailey Rae (Special Edition),"54,399"
0,20210704,",1648091",Umbrella (Feat. Jay-Z),Rihanna,R&B_Soul(해외),Good Girl Gone Bad,"14,661"
0,20210704,",1575589",Listen,Beyonce,R&B_Soul(해외),드림걸즈 OST,"26,513"
0,20210704,",4692558",Heartbreak Heard Around The World (Feat. T-Pain),Jacob Latimore,R&B_Soul(해외),Heartbreak Heard Around The World (Feat. T-Pain),"5,024"
0,20210704,31866347,It's You,Ali Gatie,R&B_Soul(해외),YOU,"25,100"
0,20210704,30422814,love (Feat. Syd),DEAN,R&B_Soul(해외),love,"45,877"
0,20210704,32541983,I Got You,Bazzi,R&B_Soul(해외),I Don't Think I'm Okay,"11,981"
0,20210704,33264776,What Other People Say,Sam Fischer,R&B_Soul(해외),What Other People Say,"4,273"
0,20210704,",1889494",Take A Bow,Rihanna,R&B_Soul(해외),Good Girl Gone Bad: Reloaded,"7,410"
0,20210704,",3143269",Set Fire To The Rain,Adele,R&B_Soul(해외),21,"26,033"
0,20210704,",1590576",Put Your Records On,Corinne Bailey Rae,R&B_Soul(해외),Corinne Bailey Rae (Special Edition),"37,006"
0,20210704,31532965,Undecided,Chris Brown,R&B_Soul(해외),Indigo,"21,921"
0,20210704,32374575,Constant,Jesse Barrera,R&B_Soul(해외),Constant,"7,092"
0,20210704,31364291,Falling,Trevor Daniel,R&B_Soul(해외),Homesick,"15,891"
0,20210704,",3146161",Grenade,Bruno Mars,R&B_Soul(해외),Doo-Wops & Hooligans (International Ver.),"22,870"
0,20210704,32975019,Take Me Where Your Heart Is,Q,R&B_Soul(해외),The Shave Experiment,"6,989"
0,20210704,32077713,"10,000 Hours",Dan + Shay,포크_블루스_컨트리,"10,000 Hours","77,203"
0,20210704,32201976,Whiskey and Morphine,Alexander Jean,포크_블루스_컨트리,Head High,"34,439"
0,20210704,33365341,Push & Pull,Georgia Webster,포크_블루스_컨트리,Push & Pull,389
0,20210704,",4139839",Let Her Go,Passenger,포크_블루스_컨트리,All The Little Lights,"41,161"
0,20210704,31078356,Speechless,Dan + Shay,포크_블루스_컨트리,Speechless,"37,470"
0,20210704,",1722471",The Blower's Daughter,Damien Rice,포크_블루스_컨트리,O,"51,072"
0,20210704,33267411,Glad You Exist,Dan + Shay,포크_블루스_컨트리,Glad You Exist,"2,606"
0,20210704,",1579387",New York City,Norah Jones,포크_블루스_컨트리,New York City,"23,544"
0,20210704,30997705,Rainbow,Kacey Musgraves,포크_블루스_컨트리,Golden Hour,"24,357"
0,20210704,"',386343","You've Got a Friend in Me (From ""Toy Story""/Soundtrack Version)",Randy Newman,포크_블루스_컨트리,토이 스토리 OST,"29,925"
0,20210704,",2099555",You Belong With Me,Taylor Swift,포크_블루스_컨트리,Fearless (International Ver.),"26,695"
0,20210704,06730199,We Are Never Ever Getting Back Together,Taylor Swift,포크_블루스_컨트리,Red,"3,697"
0,20210704,33015127,That's Us,Anson Seabra,포크_블루스_컨트리,That's Us,"4,577"
0,20210704,30574916,Look At You,Seth Ennis,포크_블루스_컨트리,Mabelle,"4,788"
0,20210704,32832324,I Should Probably Go To Bed,Dan + Shay,포크_블루스_컨트리,I Should Probably Go To Bed,"7,327"
0,20210704,32542151,I Hope (feat. Charlie Puth),Gabby Barrett,포크_블루스_컨트리,Goldmine,"6,535"
0,20210704,33002970,Forever After All,Luke Combs,포크_블루스_컨트리,What You See Ain't Always What You Get (Deluxe Edition),667
0,20210704,31801911,Don't Let Her,Walker Hayes,포크_블루스_컨트리,Don't Let Her,"2,751"
0,20210704,06730197,22,Taylor Swift,포크_블루스_컨트리,Red,"4,159"
0,20210704,"',530251",Cayman Islands (현대자동차 i40 '와이너리'편 TV광고 삽입곡),Kings Of Convenience,포크_블루스_컨트리,Riot On An Empty Street,"34,462"
0,20210704,30233059,Body Like A Back Road,Sam Hunt,포크_블루스_컨트리,Body Like A Back Road,"9,698"
0,20210704,33454218,Forever + 1,Chase Martin,포크_블루스_컨트리,Forever + 1,385
0,20210704,33445158,Rocky Trail,Kings Of Convenience,포크_블루스_컨트리,Rocky Trail,"2,018"
0,20210704,",2990830",Speak Now,Taylor Swift,포크_블루스_컨트리,Speak Now,"20,561"
0,20210704,33376591,Freedom,Jordan Hart,포크_블루스_컨트리,Only Pieces of the Truth,187
0,20210704,",1675751",Le Festin,Camille,포크_블루스_컨트리,라따뚜이 OST,"12,884"
0,20210704,32008416,I Do Too,The Reklaws,포크_블루스_컨트리,Freshman Year,"7,638"
0,20210704,",4394552",Happy,Melissa Polinar,포크_블루스_컨트리,Calls & Echoes,"2,327"
0,20210704,"',884532",Vincent,Don McLean,포크_블루스_컨트리,The Best Of Don McLean,"14,924"
0,20210704,32215447,"10,000 Hours (Piano)",Dan + Shay,포크_블루스_컨트리,"10,000 Hours (Piano)","4,762"
0,20210704,",3610230",The A Team,Ed Sheeran,포크_블루스_컨트리,+,"9,897"
0,20210704,31666673,Enough,Rachel Wammack,포크_블루스_컨트리,Enough,183
0,20210704,30773721,Mystery of Love,Sufjan Stevens,포크_블루스_컨트리,Mystery of Love,"18,327"
0,20210704,",1591162","Take Me Home, Country Roads (Remastered)",John Denver,포크_블루스_컨트리,The Essential John Denver,"13,357"
0,20210704,"',600426","Take Me Home, Country Road",John Denver,포크_블루스_컨트리,A Songs Best Friend,"4,825"
0,20210704,33015135,Trying My Best,Anson Seabra,포크_블루스_컨트리,Trying My Best,"2,906"
0,20210704,",1491168",9 Crimes,Damien Rice,포크_블루스_컨트리,9,"29,752"
0,20210704,30830040,Tequila,Dan + Shay,포크_블루스_컨트리,Tequila,"8,233"
0,20210704,33463374,SECRETS,JVKE,포크_블루스_컨트리,SECRETS,331
0,20210704,32932967,One Too Many,Keith Urban,포크_블루스_컨트리,THE SPEED OF NOW Part 1,379
0,20210704,32068752,Lonely,Diplo,포크_블루스_컨트리,Diplo Presents Thomas Wesley Chapter 1: Snake Oil (Deluxe),"7,299"
0,20210704,",5773042",Wasn't Expecting That,Jamie Lawson,포크_블루스_컨트리,Wasn't Expecting That,"4,071"
0,20210704,33312021,Whirlwind,Sam Ryder,포크_블루스_컨트리,Whirlwind,169
0,20210704,33384963,Black Like Me,Mickey Guyton,포크_블루스_컨트리,Mickey Guyton,111
0,20210704,",2312861",Mrs. Cold (동서식품 카누(KANU) TV 광고 삽입곡),Kings Of Convenience,포크_블루스_컨트리,Declaration Of Dependence,"12,763"
0,20210704,31649993,The Bones,Maren Morris,포크_블루스_컨트리,GIRL,"7,828"
0,20210704,33521582,Fever,Kings Of Convenience,포크_블루스_컨트리,Fever,"1,347"
0,20210704,33280065,Love Story (Taylor’s Version),Taylor Swift,포크_블루스_컨트리,Love Story (Taylor’s Version),"2,545"
0,20210704,32783897,Loved You First,Gabe Bondoc,포크_블루스_컨트리,Loved You First,556
0,20210704,33407599,Want It Again,Thomas Rhett,포크_블루스_컨트리,Country Again (Side A),52
0,20210704,32898985,Run,Lauren Alaina,포크_블루스_컨트리,Getting Over Him,72
0,20210704,06730195,I Knew You Were Trouble.,Taylor Swift,포크_블루스_컨트리,Red,"2,104"
0,20210704,33264475,Dancing On The Moon,BATTS,포크_블루스_컨트리,Dancing On The Moon,13
0,20210704,31966152,A Mother Like You,JJ Heller,포크_블루스_컨트리,A Mother Like You,153
0,20210704,32718404,Hero,Family Of The Year,포크_블루스_컨트리,Loma Vista,"2,979"
0,20210704,32270829,Sirens,Woodlock,포크_블루스_컨트리,Sirens,153
0,20210704,33414589,I Found Home,Raechel Whitchurch,포크_블루스_컨트리,Finally Clear,23
0,20210704,",3327978",Happy!,Mocca,포크_블루스_컨트리,Happy!,"15,589"
0,20210704,"',530249",Homesick,Kings Of Convenience,포크_블루스_컨트리,Riot On An Empty Street,"12,038"
0,20210704,32092461,Do Right,Wild Rivers,포크_블루스_컨트리,Do Right,82
0,20210704,",3523609",Two Birds,Charity Vance,포크_블루스_컨트리,Charity Vance,"5,610"
0,20210704,",3716718",Fuerteventura,Russian Red,포크_블루스_컨트리,Fuerteventura (Special Edition),"6,664"
0,20210704,",5683988",Better Together,Us The Duo,포크_블루스_컨트리,Better Together,"5,878"
0,20210704,33402762,Love Story (Taylor’s Version),Taylor Swift,포크_블루스_컨트리,Fearless (Taylor's Version),"2,080"
0,20210704,",1722472",Cannonball,Damien Rice,포크_블루스_컨트리,O,"8,236"
0,20210704,30915193,Cheers To The Night,Caroline Grace,포크_블루스_컨트리,Cheers To The Night,863
0,20210704,32842870,make you,Lindsay Ell,포크_블루스_컨트리,make you,119
0,20210704,33003232,Lil Bit,Nelly,포크_블루스_컨트리,Lil Bit,455
0,20210704,33397049,Spirit,Judah & The Lion,포크_블루스_컨트리,Spirit,47
0,20210704,33587348,Catholic Country (Feat. Feist),Kings Of Convenience,포크_블루스_컨트리,Peace Or Love,351
0,20210704,",3639165",Happily Ever After,David Choi,포크_블루스_컨트리,Forever And Ever,"11,972"
0,20210704,",2117956",Say Hello,Rosie Thomas,포크_블루스_컨트리,These Friends Of Mine,"6,420"
0,20210704,",3327964",I Remember,Mocca,포크_블루스_컨트리,Happy!,"11,066"
0,20210704,"',498079",Bridge Over Troubled Water,Simon & Garfunkel,포크_블루스_컨트리,The Essential Simon & Garfunkel (Re-Brand),"4,491"
0,20210704,32523189,Surrender,Natalie Taylor,포크_블루스_컨트리,Surrender,"3,168"
0,20210704,32064768,"Hard Lines, Hard Times",William Wild,포크_블루스_컨트리,"Hard Lines, Hard Times",78
0,20210704,31737175,Who Really Needs Who,Jens Lekman,포크_블루스_컨트리,CORRESPONDENCE,723
0,20210704,"',686001",Stand By Your Man (JTBC 드라마 '밥 잘 사주는 예쁜 누나' 삽입곡),Tammy Wynette,포크_블루스_컨트리,Stand By Your Man,"4,510"
0,20210704,31338922,Maybe It's Time,Bradley Cooper,포크_블루스_컨트리,A Star Is Born Soundtrack,"5,549"
0,20210704,06730193,Red,Taylor Swift,포크_블루스_컨트리,Red,"1,480"
0,20210704,"',380153",Tears In Heaven,Eric Clapton,포크_블루스_컨트리,Unplugged,"2,728"
0,20210704,33374720,You All Over Me (Taylor’s Version) (From The Vault) (Feat. Maren Morris),Taylor Swift,포크_블루스_컨트리,You All Over Me (Taylor’s Version) (From The Vault),"2,042"
0,20210704,33065343,Famous Friends,Chris Young,포크_블루스_컨트리,Famous Friends,71
0,20210704,32924028,One Too Many,Keith Urban,포크_블루스_컨트리,One Too Many,"1,315"
0,20210704,",3639155",This And That Is Life (SSG 쓱 광고배경음악),David Choi,포크_블루스_컨트리,Forever And Ever,"2,771"
0,20210704,31244277,Feel The Same (Feat. chevy),fcj,포크_블루스_컨트리,Feel The Same,"2,725"
0,20210704,32309569,My Truck,Breland,포크_블루스_컨트리,BRELAND EP,"4,392"
0,20210704,",1977250",Dream,Priscilla Ahn,포크_블루스_컨트리,A Good Day,"10,542"
0,20210704,",2312860",24-25,Kings Of Convenience,포크_블루스_컨트리,Declaration Of Dependence,"8,751"
0,20210704,33014783,Hindenburg Lover,Anson Seabra,포크_블루스_컨트리,Hindenburg Lover,"2,383"
0,20210704,",2963635",If I Die Young,The Band Perry,포크_블루스_컨트리,The Band Perry,"10,403"
0,20210704,",2264744",Rainbow,Colbie Caillat,포크_블루스_컨트리,Breakthrough,"1,621"
0,20210704,31956088,The Good Ones,Gabby Barrett,포크_블루스_컨트리,The Good Ones,295
0,20210704,",1491170",Elephant,Damien Rice,포크_블루스_컨트리,9,"14,332"
0,20210704,",1722469",Delicate,Damien Rice,포크_블루스_컨트리,O,"7,917"
0,20210704,33003724,Gone,Dierks Bentley,포크_블루스_컨트리,Gone,28
0,20210704,32005833,Forever Ain't Long Enough,Adam Hambrick,포크_블루스_컨트리,Forever Ain't Long Enough,257
0,20210704,",1977252",I Don't Think So,Priscilla Ahn,포크_블루스_컨트리,A Good Day,"1,553"
0,20210704,32555103,Trash My Heart,Walker Hayes,포크_블루스_컨트리,Trash My Heart,398
0,20210704,31139243,Keeping Score (Feat. Kelly Clarkson),Dan + Shay,포크_블루스_컨트리,Dan + Shay,"2,359"
0,20210704,33589488,비와 당신,이무진,OST,슬기로운 의사생활 시즌2 OST Part 1,"46,177"
0,20210704,",3414749",내 손을 잡아,아이유,OST,최고의 사랑 OST Part.4,"158,053"
0,20210704,32491274,아로하,조정석,OST,슬기로운 의사생활 OST Part 3,"220,529"
0,20210704,33618864,가을 우체국 앞에서,김대명,OST,슬기로운 의사생활 시즌2 OST Part 2,"18,694"
0,20210704,32003395,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,OST,멜로가 체질 OST Part 3,"289,448"
0,20210704,30962526,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,OST,'키스 먼저 할까요?' OST Part.3,"370,683"
0,20210704,33638428,나는 너 좋아,장범준,OST,슬기로운 의사생활 시즌2 OST Part 3,"6,872"
0,20210704,32378104,마음을 드려요,아이유,OST,사랑의 불시착 OST Part 11,"210,293"
0,20210704,32345931,시작,가호 (Gaho),OST,이태원 클라쓰 OST Part.2,"215,100"
0,20210704,31984204,안녕,폴킴,OST,호텔 델루나 OST Part.10,"192,803"
0,20210704,33615263,어떤 말도 할 수가 없는 나인데,케이시 (Kassy),OST,간 떨어지는 동거 OST Part.5,"6,964"
0,20210704,33338016,되풀이,임창정,OST,펜트하우스2 OST Part.1,"30,187"
0,20210704,32614125,사랑하게 될 줄 알았어,전미도,OST,슬기로운 의사생활 OST Part 11,"137,025"
0,20210704,",4446485",너의 모든 순간,성시경,OST,별에서 온 그대 OST Part.7,"169,101"
0,20210704,32473998,좋은 사람 있으면 소개시켜줘,조이 (JOY),OST,슬기로운 의사생활 OST Part 2,"116,347"
0,20210704,"',418168",희재,성시경,OST,국화꽃 향기 OST,"87,452"
0,20210704,33643219,Good Bye,XIA (준수),OST,펜트하우스3 OST Part.1,"4,330"
0,20210704,33639909,그댈 담은 밤,양다일,OST,간 떨어지는 동거 OST Part.6,"2,174"
0,20210704,30190630,첫눈처럼 너에게 가겠다,에일리(AILEE),OST,도깨비 OST Part.9,"325,434"
0,20210704,32508146,화려하지 않은 고백,규현 (KYUHYUN),OST,슬기로운 의사생활 OST Part 4,"72,239"
0,20210704,32377231,그때 그 아인,김필,OST,이태원 클라쓰 OST Part.6,"110,438"
0,20210704,33572222,All of My Love,다비치,OST,어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.5,"6,219"
0,20210704,32521396,그대 고운 내사랑,어반자카파,OST,슬기로운 의사생활 OST Part 5,"46,200"
0,20210704,30536432,있잖아,폴킴,OST,연애플레이리스트2 OST Part.2,"101,961"
0,20210704,",5629279",See You Again,Charlie Puth,OST,분노의 질주: 더 세븐 OST,"222,603"
0,20210704,31938460,그대라는 시,태연 (TAEYEON),OST,호텔 델루나 OST Part.3,"189,285"
0,20210704,33601567,아득한 먼 훗날 우리가,서인국,OST,어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.7,"7,919"
0,20210704,30985406,어른,Sondia,OST,나의 아저씨 OST Part.2,"142,319"
0,20210704,",8203900",너였다면,정승환,OST,또 오해영 OST Part.5,"207,576"
